condition_id,pair_id,task,tau,balanced_accuracy
iwildcam__resnet18_imagenet1k_v1__d128,iwildcam__0179__0306,domain_b,0.1,0.8126350644823981
iwildcam__resnet18_imagenet1k_v1__d128,iwildcam__0179__0306,domain_b,0.2,0.8017253398396653
iwildcam__resnet18_imagenet1k_v1__d128,iwildcam__0179__0306,domain_b,0.3,0.8066922272568839
iwildcam__resnet18_imagenet1k_v1__d128,iwildcam__0179__0306,domain_b,0.4,0.8093238062042524
iwildcam__resnet18_imagenet1k_v1__d128,iwildcam__0179__0306,domain_b,0.5,0.8119553851516208
iwildcam__resnet18_imagenet1k_v1__d128,iwildcam__0179__0306,domain_b,0.6,0.8145869640989892
iwildcam__resnet18_imagenet1k_v1__d128,iwildcam__0179__0306,domain_b,0.7,0.8145869640989892
iwildcam__resnet18_imagenet1k_v1__d128,iwildcam__0179__0306,domain_b,0.8,0.8172185430463577
iwildcam__resnet18_imagenet1k_v1__d128,iwildcam__0179__0306,domain_b,0.9,0.8231613802718718
iwildcam__resnet18_imagenet1k_v1__d128,iwildcam__0179__0306,domain_b,1.0,0.8412809986703329
iwildcam__resnet18_imagenet1k_v1__d128,iwildcam__0191__0306,domain_a,0.0,0.8422200346014215
iwildcam__resnet18_imagenet1k_v1__d128,iwildcam__0191__0306,domain_a,0.1,0.8807771607954089
iwildcam__resnet18_imagenet1k_v1__d128,iwildcam__0191__0306,domain_a,0.2,0.9080476105567346
iwildcam__resnet18_imagenet1k_v1__d128,iwildcam__0191__0306,domain_a,0.3,0.9150692866021334
iwildcam__resnet18_imagenet1k_v1__d128,iwildcam__0191__0306,domain_a,0.4,0.9081834359662827
iwildcam__resnet18_imagenet1k_v1__d128,iwildcam__0191__0306,domain_a,0.5,0.9049962983357144
iwildcam__resnet18_imagenet1k_v1__d128,iwildcam__0191__0306,domain_a,0.6,0.9157344812910506
iwildcam__resnet18_imagenet1k_v1__d128,iwildcam__0191__0306,domain_a,0.7,0.9113827519393213
iwildcam__resnet18_imagenet1k_v1__d128,iwildcam__0191__0306,domain_a,0.8,0.9045291325857019
iwildcam__resnet18_imagenet1k_v1__d128,iwildcam__0191__0306,domain_a,0.9,0.9005164223229918
iwildcam__resnet18_imagenet1k_v1__d128,iwildcam__0191__0306,domain_a,1.0,0.9068018598584292
iwildcam__resnet18_imagenet1k_v1__d128,iwildcam__0191__0306,domain_b,0.0,0.8414604391774138
iwildcam__resnet18_imagenet1k_v1__d128,iwildcam__0191__0306,domain_b,0.1,0.8126350644823981
iwildcam__resnet18_imagenet1k_v1__d128,iwildcam__0191__0306,domain_b,0.2,0.8017253398396653
iwildcam__resnet18_imagenet1k_v1__d128,iwildcam__0191__0306,domain_b,0.3,0.8066922272568839
iwildcam__resnet18_imagenet1k_v1__d128,iwildcam__0191__0306,domain_b,0.4,0.8093238062042524
iwildcam__resnet18_imagenet1k_v1__d128,iwildcam__0191__0306,domain_b,0.5,0.8119553851516208
iwildcam__resnet18_imagenet1k_v1__d128,iwildcam__0191__0306,domain_b,0.6,0.8145869640989892
iwildcam__resnet18_imagenet1k_v1__d128,iwildcam__0191__0306,domain_b,0.7,0.8145869640989892
iwildcam__resnet18_imagenet1k_v1__d128,iwildcam__0191__0306,domain_b,0.8,0.8172185430463577
iwildcam__resnet18_imagenet1k_v1__d128,iwildcam__0191__0306,domain_b,0.9,0.8231613802718718
iwildcam__resnet18_imagenet1k_v1__d128,iwildcam__0191__0306,domain_b,1.0,0.8412809986703329
iwildcam__resnet18_imagenet1k_v1__d128,iwildcam__0115__0299,domain_a,0.0,0.7237779415377057
iwildcam__resnet18_imagenet1k_v1__d128,iwildcam__0115__0299,domain_a,0.1,0.7660484729386718
iwildcam__resnet18_imagenet1k_v1__d128,iwildcam__0115__0299,domain_a,0.2,0.7515557193154834
iwildcam__resnet18_imagenet1k_v1__d128,iwildcam__0115__0299,domain_a,0.3,0.7104929173831164
iwildcam__resnet18_imagenet1k_v1__d128,iwildcam__0115__0299,domain_a,0.4,0.704843199868992
iwildcam__resnet18_imagenet1k_v1__d128,iwildcam__0115__0299,domain_a,0.5,0.7161426348972406
iwildcam__resnet18_imagenet1k_v1__d128,iwildcam__0115__0299,domain_a,0.6,0.704843199868992
iwildcam__resnet18_imagenet1k_v1__d128,iwildcam__0115__0299,domain_a,0.7,0.6770654220912142
iwildcam__resnet18_imagenet1k_v1__d128,iwildcam__0115__0299,domain_a,0.8,0.6549373618275608
iwildcam__resnet18_imagenet1k_v1__d128,iwildcam__0115__0299,domain_a,0.9,0.6549373618275608
iwildcam__resnet18_imagenet1k_v1__d128,iwildcam__0115__0299,domain_a,1.0,0.6605870793416851
iwildcam__resnet18_imagenet1k_v1__d128,iwildcam__0115__0299,domain_b,0.0,0.8233766233766234
iwildcam__resnet18_imagenet1k_v1__d128,iwildcam__0115__0299,domain_b,0.1,0.854040404040404
iwildcam__resnet18_imagenet1k_v1__d128,iwildcam__0115__0299,domain_b,0.2,0.8616161616161616
iwildcam__resnet18_imagenet1k_v1__d128,iwildcam__0115__0299,domain_b,0.3,0.8691919191919192
iwildcam__resnet18_imagenet1k_v1__d128,iwildcam__0115__0299,domain_b,0.4,0.8691919191919192
iwildcam__resnet18_imagenet1k_v1__d128,iwildcam__0115__0299,domain_b,0.5,0.8580808080808081
iwildcam__resnet18_imagenet1k_v1__d128,iwildcam__0115__0299,domain_b,0.6,0.8501443001443002
iwildcam__resnet18_imagenet1k_v1__d128,iwildcam__0115__0299,domain_b,0.7,0.8501443001443002
iwildcam__resnet18_imagenet1k_v1__d128,iwildcam__0115__0299,domain_b,0.8,0.8577200577200577
iwildcam__resnet18_imagenet1k_v1__d128,iwildcam__0115__0299,domain_b,0.9,0.8577200577200577
iwildcam__resnet18_imagenet1k_v1__d128,iwildcam__0115__0299,domain_b,1.0,0.8862914862914865
iwildcam__resnet18_imagenet1k_v1__d128,iwildcam__0150__0157,domain_a,0.0,0.7809523809523808
iwildcam__resnet18_imagenet1k_v1__d128,iwildcam__0150__0157,domain_a,0.1,0.7809523809523808
iwildcam__resnet18_imagenet1k_v1__d128,iwildcam__0150__0157,domain_a,0.2,0.7809523809523808
iwildcam__resnet18_imagenet1k_v1__d128,iwildcam__0150__0157,domain_a,0.3,0.7904761904761904
iwildcam__resnet18_imagenet1k_v1__d128,iwildcam__0150__0157,domain_a,0.4,0.7904761904761904
iwildcam__resnet18_imagenet1k_v1__d128,iwildcam__0150__0157,domain_a,0.5,0.7904761904761904
iwildcam__resnet18_imagenet1k_v1__d128,iwildcam__0150__0157,domain_a,0.6,0.7904761904761904
iwildcam__resnet18_imagenet1k_v1__d128,iwildcam__0150__0157,domain_a,0.7,0.7904761904761904
iwildcam__resnet18_imagenet1k_v1__d128,iwildcam__0150__0157,domain_a,0.8,0.8238095238095239
iwildcam__resnet18_imagenet1k_v1__d128,iwildcam__0150__0157,domain_a,0.9,0.8047619047619047
iwildcam__resnet18_imagenet1k_v1__d128,iwildcam__0150__0157,domain_a,1.0,0.6333333333333333
iwildcam__resnet18_imagenet1k_v1__d128,iwildcam__0150__0157,domain_b,0.0,0.935224412107816
iwildcam__resnet18_imagenet1k_v1__d128,iwildcam__0150__0157,domain_b,0.1,0.935224412107816
iwildcam__resnet18_imagenet1k_v1__d128,iwildcam__0150__0157,domain_b,0.2,0.9314790937557561
iwildcam__resnet18_imagenet1k_v1__d128,iwildcam__0150__0157,domain_b,0.3,0.9314790937557561
iwildcam__resnet18_imagenet1k_v1__d128,iwildcam__0150__0157,domain_b,0.4,0.938969730459876
iwildcam__resnet18_imagenet1k_v1__d128,iwildcam__0150__0157,domain_b,0.5,0.9409958862896789
iwildcam__resnet18_imagenet1k_v1__d128,iwildcam__0150__0157,domain_b,0.6,0.9392767237674219
iwildcam__resnet18_imagenet1k_v1__d128,iwildcam__0150__0157,domain_b,0.7,0.9447412046417387
iwildcam__resnet18_imagenet1k_v1__d128,iwildcam__0150__0157,domain_b,0.8,0.9522318413458586
iwildcam__resnet18_imagenet1k_v1__d128,iwildcam__0150__0157,domain_b,0.9,0.9559771596979186
iwildcam__resnet18_imagenet1k_v1__d128,iwildcam__0150__0157,domain_b,1.0,0.8452363011213628
iwildcam__resnet18_imagenet1k_v1__d128,iwildcam__0157__0210,domain_a,0.0,0.935224412107816
iwildcam__resnet18_imagenet1k_v1__d128,iwildcam__0157__0210,domain_a,0.1,0.935224412107816
iwildcam__resnet18_imagenet1k_v1__d128,iwildcam__0157__0210,domain_a,0.2,0.9314790937557561
iwildcam__resnet18_imagenet1k_v1__d128,iwildcam__0157__0210,domain_a,0.3,0.9314790937557561
iwildcam__resnet18_imagenet1k_v1__d128,iwildcam__0157__0210,domain_a,0.4,0.938969730459876
iwildcam__resnet18_imagenet1k_v1__d128,iwildcam__0157__0210,domain_a,0.5,0.9409958862896789
iwildcam__resnet18_imagenet1k_v1__d128,iwildcam__0157__0210,domain_a,0.6,0.9392767237674219
iwildcam__resnet18_imagenet1k_v1__d128,iwildcam__0157__0210,domain_a,0.7,0.9447412046417387
iwildcam__resnet18_imagenet1k_v1__d128,iwildcam__0157__0210,domain_a,0.8,0.9522318413458586
iwildcam__resnet18_imagenet1k_v1__d128,iwildcam__0157__0210,domain_a,0.9,0.9559771596979186
iwildcam__resnet18_imagenet1k_v1__d128,iwildcam__0157__0210,domain_a,1.0,0.8452363011213628
iwildcam__resnet18_imagenet1k_v1__d128,iwildcam__0157__0210,domain_b,0.0,0.8681131992612497
iwildcam__resnet18_imagenet1k_v1__d128,iwildcam__0157__0210,domain_b,0.1,0.8760673967593539
iwildcam__resnet18_imagenet1k_v1__d128,iwildcam__0157__0210,domain_b,0.2,0.8768460389619498
iwildcam__resnet18_imagenet1k_v1__d128,iwildcam__0157__0210,domain_b,0.3,0.8770265786155423
iwildcam__resnet18_imagenet1k_v1__d128,iwildcam__0157__0210,domain_b,0.4,0.8767051676628247
iwildcam__resnet18_imagenet1k_v1__d128,iwildcam__0157__0210,domain_b,0.5,0.8780536706203108
iwildcam__resnet18_imagenet1k_v1__d128,iwildcam__0157__0210,domain_b,0.6,0.8810885650503196
iwildcam__resnet18_imagenet1k_v1__d128,iwildcam__0157__0210,domain_b,0.7,0.8828768217457127
iwildcam__resnet18_imagenet1k_v1__d128,iwildcam__0157__0210,domain_b,0.8,0.8837680934533209
iwildcam__resnet18_imagenet1k_v1__d128,iwildcam__0157__0210,domain_b,0.9,0.8846593651609288
iwildcam__resnet18_imagenet1k_v1__d128,iwildcam__0157__0210,domain_b,1.0,0.8836157955938416
iwildcam__resnet18_imagenet1k_v1__d128,iwildcam__0147__0208,domain_a,0.0,0.793396434666091
iwildcam__resnet18_imagenet1k_v1__d128,iwildcam__0147__0208,domain_a,0.1,0.8299623061853697
iwildcam__resnet18_imagenet1k_v1__d128,iwildcam__0147__0208,domain_a,0.2,0.8364195865287886
iwildcam__resnet18_imagenet1k_v1__d128,iwildcam__0147__0208,domain_a,0.3,0.832079808659599
iwildcam__resnet18_imagenet1k_v1__d128,iwildcam__0147__0208,domain_a,0.4,0.8391712655428439
iwildcam__resnet18_imagenet1k_v1__d128,iwildcam__0147__0208,domain_a,0.5,0.8978742704587199
iwildcam__resnet18_imagenet1k_v1__d128,iwildcam__0147__0208,domain_a,0.6,0.9033083907938304
iwildcam__resnet18_imagenet1k_v1__d128,iwildcam__0147__0208,domain_a,0.7,0.8906606497753848
iwildcam__resnet18_imagenet1k_v1__d128,iwildcam__0147__0208,domain_a,0.8,0.8818371203636202
iwildcam__resnet18_imagenet1k_v1__d128,iwildcam__0147__0208,domain_a,0.9,0.879290293282722
iwildcam__resnet18_imagenet1k_v1__d128,iwildcam__0147__0208,domain_a,1.0,0.8059063621294256
iwildcam__resnet18_imagenet1k_v1__d128,iwildcam__0147__0208,domain_b,0.0,0.6752811743640961
iwildcam__resnet18_imagenet1k_v1__d128,iwildcam__0147__0208,domain_b,0.1,0.7676786694379213
iwildcam__resnet18_imagenet1k_v1__d128,iwildcam__0147__0208,domain_b,0.2,0.7747541411360345
iwildcam__resnet18_imagenet1k_v1__d128,iwildcam__0147__0208,domain_b,0.3,0.7837411486310183
iwildcam__resnet18_imagenet1k_v1__d128,iwildcam__0147__0208,domain_b,0.4,0.8125918877821866
iwildcam__resnet18_imagenet1k_v1__d128,iwildcam__0147__0208,domain_b,0.5,0.8414426269333549
iwildcam__resnet18_imagenet1k_v1__d128,iwildcam__0147__0208,domain_b,0.6,0.832477438569025
iwildcam__resnet18_imagenet1k_v1__d128,iwildcam__0147__0208,domain_b,0.7,0.8356963226891967
iwildcam__resnet18_imagenet1k_v1__d128,iwildcam__0147__0208,domain_b,0.8,0.833147083434556
iwildcam__resnet18_imagenet1k_v1__d128,iwildcam__0147__0208,domain_b,0.9,0.8385118903015089
iwildcam__resnet18_imagenet1k_v1__d128,iwildcam__0147__0208,domain_b,1.0,0.8316708055533062
iwildcam__resnet18_imagenet1k_v1__d128,iwildcam__0047__0157,domain_a,0.0,0.8851095993953136
iwildcam__resnet18_imagenet1k_v1__d128,iwildcam__0047__0157,domain_a,0.1,0.8885109599395314
iwildcam__resnet18_imagenet1k_v1__d128,iwildcam__0047__0157,domain_a,0.2,0.9076593600403124
iwildcam__resnet18_imagenet1k_v1__d128,iwildcam__0047__0157,domain_a,0.3,0.9302091206853111
iwildcam__resnet18_imagenet1k_v1__d128,iwildcam__0047__0157,domain_a,0.4,0.9302091206853111
iwildcam__resnet18_imagenet1k_v1__d128,iwildcam__0047__0157,domain_a,0.5,0.9549004787100026
iwildcam__resnet18_imagenet1k_v1__d128,iwildcam__0047__0157,domain_a,0.6,0.9549004787100026
iwildcam__resnet18_imagenet1k_v1__d128,iwildcam__0047__0157,domain_a,0.7,0.9514991181657848
iwildcam__resnet18_imagenet1k_v1__d128,iwildcam__0047__0157,domain_a,0.8,0.9425547996976569
iwildcam__resnet18_imagenet1k_v1__d128,iwildcam__0047__0157,domain_a,0.9,0.8869992441421012
iwildcam__resnet18_imagenet1k_v1__d128,iwildcam__0047__0157,domain_a,1.0,0.7737465356512976
iwildcam__resnet18_imagenet1k_v1__d128,iwildcam__0047__0157,domain_b,0.0,0.935224412107816
iwildcam__resnet18_imagenet1k_v1__d128,iwildcam__0047__0157,domain_b,0.1,0.935224412107816
iwildcam__resnet18_imagenet1k_v1__d128,iwildcam__0047__0157,domain_b,0.2,0.9314790937557561
iwildcam__resnet18_imagenet1k_v1__d128,iwildcam__0047__0157,domain_b,0.3,0.9314790937557561
iwildcam__resnet18_imagenet1k_v1__d128,iwildcam__0047__0157,domain_b,0.4,0.938969730459876
iwildcam__resnet18_imagenet1k_v1__d128,iwildcam__0047__0157,domain_b,0.5,0.9409958862896789
iwildcam__resnet18_imagenet1k_v1__d128,iwildcam__0047__0157,domain_b,0.6,0.9392767237674219
iwildcam__resnet18_imagenet1k_v1__d128,iwildcam__0047__0157,domain_b,0.7,0.9447412046417387
iwildcam__resnet18_imagenet1k_v1__d128,iwildcam__0047__0157,domain_b,0.8,0.9522318413458586
iwildcam__resnet18_imagenet1k_v1__d128,iwildcam__0047__0157,domain_b,0.9,0.9559771596979186
iwildcam__resnet18_imagenet1k_v1__d128,iwildcam__0047__0157,domain_b,1.0,0.8452363011213628
iwildcam__resnet18_imagenet1k_v1__d64,iwildcam__0081__0268,domain_a,0.0,0.9420755170755171
iwildcam__resnet18_imagenet1k_v1__d64,iwildcam__0081__0268,domain_a,0.1,0.9420755170755171
iwildcam__resnet18_imagenet1k_v1__d64,iwildcam__0081__0268,domain_a,0.2,0.9506132756132756
iwildcam__resnet18_imagenet1k_v1__d64,iwildcam__0081__0268,domain_a,0.3,0.9531986531986533
iwildcam__resnet18_imagenet1k_v1__d64,iwildcam__0081__0268,domain_a,0.4,0.9531986531986533
iwildcam__resnet18_imagenet1k_v1__d64,iwildcam__0081__0268,domain_a,0.5,0.9531986531986533
iwildcam__resnet18_imagenet1k_v1__d64,iwildcam__0081__0268,domain_a,0.6,0.9531986531986533
iwildcam__resnet18_imagenet1k_v1__d64,iwildcam__0081__0268,domain_a,0.7,0.9472462722462721
iwildcam__resnet18_imagenet1k_v1__d64,iwildcam__0081__0268,domain_a,0.8,0.9472462722462721
iwildcam__resnet18_imagenet1k_v1__d64,iwildcam__0081__0268,domain_a,0.9,0.9531986531986533
iwildcam__resnet18_imagenet1k_v1__d64,iwildcam__0081__0268,domain_a,1.0,0.9105459355459354
iwildcam__resnet18_imagenet1k_v1__d64,iwildcam__0081__0268,domain_b,0.0,0.8659041141018934
iwildcam__resnet18_imagenet1k_v1__d64,iwildcam__0081__0268,domain_b,0.1,0.8659041141018934
iwildcam__resnet18_imagenet1k_v1__d64,iwildcam__0081__0268,domain_b,0.2,0.8591889037459062
iwildcam__resnet18_imagenet1k_v1__d64,iwildcam__0081__0268,domain_b,0.3,0.861184911729938
iwildcam__resnet18_imagenet1k_v1__d64,iwildcam__0081__0268,domain_b,0.4,0.8631809197139702
iwildcam__resnet18_imagenet1k_v1__d64,iwildcam__0081__0268,domain_b,0.5,0.8631809197139702
iwildcam__resnet18_imagenet1k_v1__d64,iwildcam__0081__0268,domain_b,0.6,0.8631809197139702
iwildcam__resnet18_imagenet1k_v1__d64,iwildcam__0081__0268,domain_b,0.7,0.865176927698002
iwildcam__resnet18_imagenet1k_v1__d64,iwildcam__0081__0268,domain_b,0.8,0.865176927698002
iwildcam__resnet18_imagenet1k_v1__d64,iwildcam__0081__0268,domain_b,0.9,0.867172935682034
iwildcam__resnet18_imagenet1k_v1__d64,iwildcam__0081__0268,domain_b,1.0,0.8525022769993993
iwildcam__resnet18_imagenet1k_v1__d64,iwildcam__0041__0210,domain_a,0.0,0.9026967285587976
iwildcam__resnet18_imagenet1k_v1__d64,iwildcam__0041__0210,domain_a,0.1,0.910024314765694
iwildcam__resnet18_imagenet1k_v1__d64,iwildcam__0041__0210,domain_a,0.2,0.910024314765694
iwildcam__resnet18_imagenet1k_v1__d64,iwildcam__0041__0210,domain_a,0.3,0.910024314765694
iwildcam__resnet18_imagenet1k_v1__d64,iwildcam__0041__0210,domain_a,0.4,0.9141909814323608
iwildcam__resnet18_imagenet1k_v1__d64,iwildcam__0041__0210,domain_a,0.5,0.8838748894783378
iwildcam__resnet18_imagenet1k_v1__d64,iwildcam__0041__0210,domain_a,0.6,0.8922082228116711
iwildcam__resnet18_imagenet1k_v1__d64,iwildcam__0041__0210,domain_a,0.7,0.9047082228116712
iwildcam__resnet18_imagenet1k_v1__d64,iwildcam__0041__0210,domain_a,0.8,0.8931071323312704
iwildcam__resnet18_imagenet1k_v1__d64,iwildcam__0041__0210,domain_a,0.9,0.8543508694370763
iwildcam__resnet18_imagenet1k_v1__d64,iwildcam__0041__0210,domain_a,1.0,0.8249336870026526
iwildcam__resnet18_imagenet1k_v1__d64,iwildcam__0041__0210,domain_b,0.0,0.861750565849399
iwildcam__resnet18_imagenet1k_v1__d64,iwildcam__0041__0210,domain_b,0.1,0.8674253203279418
iwildcam__resnet18_imagenet1k_v1__d64,iwildcam__0041__0210,domain_b,0.2,0.868627238706126
iwildcam__resnet18_imagenet1k_v1__d64,iwildcam__0041__0210,domain_b,0.3,0.8687233906488193
iwildcam__resnet18_imagenet1k_v1__d64,iwildcam__0041__0210,domain_b,0.4,0.8696429041505406
iwildcam__resnet18_imagenet1k_v1__d64,iwildcam__0041__0210,domain_b,0.5,0.8691409535442305
iwildcam__resnet18_imagenet1k_v1__d64,iwildcam__0041__0210,domain_b,0.6,0.8698573988784232
iwildcam__resnet18_imagenet1k_v1__d64,iwildcam__0041__0210,domain_b,0.7,0.871493357714337
iwildcam__resnet18_imagenet1k_v1__d64,iwildcam__0041__0210,domain_b,0.8,0.8729205351025451
iwildcam__resnet18_imagenet1k_v1__d64,iwildcam__0041__0210,domain_b,0.9,0.8733098562038432
iwildcam__resnet18_imagenet1k_v1__d64,iwildcam__0041__0210,domain_b,1.0,0.8737277567706948
iwildcam__resnet18_imagenet1k_v1__d64,iwildcam__0115__0299,domain_a,0.0,0.6529517727012201
iwildcam__resnet18_imagenet1k_v1__d64,iwildcam__0115__0299,domain_a,0.1,0.6674445263244083
iwildcam__resnet18_imagenet1k_v1__d64,iwildcam__0115__0299,domain_a,0.2,0.6674445263244083
iwildcam__resnet18_imagenet1k_v1__d64,iwildcam__0115__0299,domain_a,0.3,0.6529517727012201
iwildcam__resnet18_imagenet1k_v1__d64,iwildcam__0115__0299,domain_a,0.4,0.6529517727012201
iwildcam__resnet18_imagenet1k_v1__d64,iwildcam__0115__0299,domain_a,0.5,0.6605870793416851
iwildcam__resnet18_imagenet1k_v1__d64,iwildcam__0115__0299,domain_a,0.6,0.6605870793416851
iwildcam__resnet18_imagenet1k_v1__d64,iwildcam__0115__0299,domain_a,0.7,0.6605870793416851
iwildcam__resnet18_imagenet1k_v1__d64,iwildcam__0115__0299,domain_a,0.8,0.6549373618275608
iwildcam__resnet18_imagenet1k_v1__d64,iwildcam__0115__0299,domain_a,0.9,0.6605870793416851
iwildcam__resnet18_imagenet1k_v1__d64,iwildcam__0115__0299,domain_a,1.0,0.6328093015639072
iwildcam__resnet18_imagenet1k_v1__d64,iwildcam__0115__0299,domain_b,0.0,0.7652236652236653
iwildcam__resnet18_imagenet1k_v1__d64,iwildcam__0115__0299,domain_b,0.1,0.7736652236652236
iwildcam__resnet18_imagenet1k_v1__d64,iwildcam__0115__0299,domain_b,0.2,0.7999278499278498
iwildcam__resnet18_imagenet1k_v1__d64,iwildcam__0115__0299,domain_b,0.3,0.8078643578643577
iwildcam__resnet18_imagenet1k_v1__d64,iwildcam__0115__0299,domain_b,0.4,0.7932178932178932
iwildcam__resnet18_imagenet1k_v1__d64,iwildcam__0115__0299,domain_b,0.5,0.811904761904762
iwildcam__resnet18_imagenet1k_v1__d64,iwildcam__0115__0299,domain_b,0.6,0.8154401154401155
iwildcam__resnet18_imagenet1k_v1__d64,iwildcam__0115__0299,domain_b,0.7,0.8043290043290042
iwildcam__resnet18_imagenet1k_v1__d64,iwildcam__0115__0299,domain_b,0.8,0.7891774891774892
iwildcam__resnet18_imagenet1k_v1__d64,iwildcam__0115__0299,domain_b,0.9,0.7888167388167387
iwildcam__resnet18_imagenet1k_v1__d64,iwildcam__0115__0299,domain_b,1.0,0.8464646464646465
iwildcam__resnet18_imagenet1k_v1__d64,iwildcam__0150__0157,domain_a,0.0,0.7666666666666666
iwildcam__resnet18_imagenet1k_v1__d64,iwildcam__0150__0157,domain_a,0.1,0.7761904761904762
iwildcam__resnet18_imagenet1k_v1__d64,iwildcam__0150__0157,domain_a,0.2,0.7761904761904762
iwildcam__resnet18_imagenet1k_v1__d64,iwildcam__0150__0157,domain_a,0.3,0.7761904761904762
iwildcam__resnet18_imagenet1k_v1__d64,iwildcam__0150__0157,domain_a,0.4,0.7428571428571429
iwildcam__resnet18_imagenet1k_v1__d64,iwildcam__0150__0157,domain_a,0.5,0.7333333333333334
iwildcam__resnet18_imagenet1k_v1__d64,iwildcam__0150__0157,domain_a,0.6,0.7238095238095238
iwildcam__resnet18_imagenet1k_v1__d64,iwildcam__0150__0157,domain_a,0.7,0.7142857142857143
iwildcam__resnet18_imagenet1k_v1__d64,iwildcam__0150__0157,domain_a,0.8,0.6952380952380951
iwildcam__resnet18_imagenet1k_v1__d64,iwildcam__0150__0157,domain_a,0.9,0.6952380952380951
iwildcam__resnet18_imagenet1k_v1__d64,iwildcam__0150__0157,domain_a,1.0,0.5904761904761905
iwildcam__resnet18_imagenet1k_v1__d64,iwildcam__0150__0157,domain_b,0.0,0.884782620829775
iwildcam__resnet18_imagenet1k_v1__d64,iwildcam__0150__0157,domain_b,0.1,0.9150856511328053
iwildcam__resnet18_imagenet1k_v1__d64,iwildcam__0150__0157,domain_b,0.2,0.8810373024777151
iwildcam__resnet18_imagenet1k_v1__d64,iwildcam__0150__0157,domain_b,0.3,0.8735466657735952
iwildcam__resnet18_imagenet1k_v1__d64,iwildcam__0150__0157,domain_b,0.4,0.8810373024777151
iwildcam__resnet18_imagenet1k_v1__d64,iwildcam__0150__0157,domain_b,0.5,0.8885279391818348
iwildcam__resnet18_imagenet1k_v1__d64,iwildcam__0150__0157,domain_b,0.6,0.8657155455829244
iwildcam__resnet18_imagenet1k_v1__d64,iwildcam__0150__0157,domain_b,0.7,0.8694608639349845
iwildcam__resnet18_imagenet1k_v1__d64,iwildcam__0150__0157,domain_b,0.8,0.8694608639349845
iwildcam__resnet18_imagenet1k_v1__d64,iwildcam__0150__0157,domain_b,0.9,0.7751134479813796
iwildcam__resnet18_imagenet1k_v1__d64,iwildcam__0150__0157,domain_b,1.0,0.7110690623308048
iwildcam__resnet18_imagenet1k_v1__d64,iwildcam__0179__0306,domain_a,0.0,0.5666290125416611
iwildcam__resnet18_imagenet1k_v1__d64,iwildcam__0179__0306,domain_a,0.1,0.633569093402169
iwildcam__resnet18_imagenet1k_v1__d64,iwildcam__0179__0306,domain_a,0.2,0.6568146680838729
iwildcam__resnet18_imagenet1k_v1__d64,iwildcam__0179__0306,domain_a,0.3,0.680062303772928
iwildcam__resnet18_imagenet1k_v1__d64,iwildcam__0179__0306,domain_a,0.4,0.7194308993124097
iwildcam__resnet18_imagenet1k_v1__d64,iwildcam__0179__0306,domain_a,0.5,0.6960860128346117
iwildcam__resnet18_imagenet1k_v1__d64,iwildcam__0179__0306,domain_a,0.6,0.6825837305805178
iwildcam__resnet18_imagenet1k_v1__d64,iwildcam__0179__0306,domain_a,0.7,0.6744019627691964
iwildcam__resnet18_imagenet1k_v1__d64,iwildcam__0179__0306,domain_a,0.8,0.6585913522815638
iwildcam__resnet18_imagenet1k_v1__d64,iwildcam__0179__0306,domain_a,0.9,0.6148989071101111
iwildcam__resnet18_imagenet1k_v1__d64,iwildcam__0179__0306,domain_a,1.0,0.5926476965798397
iwildcam__resnet18_imagenet1k_v1__d64,iwildcam__0179__0306,domain_b,0.0,0.7618695377147799
iwildcam__resnet18_imagenet1k_v1__d64,iwildcam__0179__0306,domain_b,0.1,0.7761508720292268
iwildcam__resnet18_imagenet1k_v1__d64,iwildcam__0179__0306,domain_b,0.2,0.7778065011682997
iwildcam__resnet18_imagenet1k_v1__d64,iwildcam__0179__0306,domain_b,0.3,0.7794621303073725
iwildcam__resnet18_imagenet1k_v1__d64,iwildcam__0179__0306,domain_b,0.4,0.79373830086622
iwildcam__resnet18_imagenet1k_v1__d64,iwildcam__0179__0306,domain_b,0.5,0.7920826717271472
iwildcam__resnet18_imagenet1k_v1__d64,iwildcam__0179__0306,domain_b,0.6,0.7977292384751431
iwildcam__resnet18_imagenet1k_v1__d64,iwildcam__0179__0306,domain_b,0.7,0.8017201760840659
iwildcam__resnet18_imagenet1k_v1__d64,iwildcam__0179__0306,domain_b,0.8,0.8050314343622116
iwildcam__resnet18_imagenet1k_v1__d64,iwildcam__0179__0306,domain_b,0.9,0.8093186424486529
iwildcam__resnet18_imagenet1k_v1__d64,iwildcam__0179__0306,domain_b,1.0,0.8378157959283787
iwildcam__resnet18_imagenet1k_v1__d64,iwildcam__0041__0157,domain_a,0.0,0.9026967285587976
iwildcam__resnet18_imagenet1k_v1__d64,iwildcam__0041__0157,domain_a,0.1,0.910024314765694
iwildcam__resnet18_imagenet1k_v1__d64,iwildcam__0041__0157,domain_a,0.2,0.910024314765694
iwildcam__resnet18_imagenet1k_v1__d64,iwildcam__0041__0157,domain_a,0.3,0.910024314765694
iwildcam__resnet18_imagenet1k_v1__d64,iwildcam__0041__0157,domain_a,0.4,0.9141909814323608
iwildcam__resnet18_imagenet1k_v1__d64,iwildcam__0041__0157,domain_a,0.5,0.8838748894783378
iwildcam__resnet18_imagenet1k_v1__d64,iwildcam__0041__0157,domain_a,0.6,0.8922082228116711
