condition_id,pair_id,task,tau,balanced_accuracy
iwildcam__resnet18_imagenet1k_v1__d64,iwildcam__0041__0157,domain_a,0.7,0.9047082228116712
iwildcam__resnet18_imagenet1k_v1__d64,iwildcam__0041__0157,domain_a,0.8,0.8931071323312704
iwildcam__resnet18_imagenet1k_v1__d64,iwildcam__0041__0157,domain_a,0.9,0.8543508694370763
iwildcam__resnet18_imagenet1k_v1__d64,iwildcam__0041__0157,domain_a,1.0,0.8249336870026526
iwildcam__resnet18_imagenet1k_v1__d64,iwildcam__0041__0157,domain_b,0.0,0.884782620829775
iwildcam__resnet18_imagenet1k_v1__d64,iwildcam__0041__0157,domain_b,0.1,0.9150856511328053
iwildcam__resnet18_imagenet1k_v1__d64,iwildcam__0041__0157,domain_b,0.2,0.8810373024777151
iwildcam__resnet18_imagenet1k_v1__d64,iwildcam__0041__0157,domain_b,0.3,0.8735466657735952
iwildcam__resnet18_imagenet1k_v1__d64,iwildcam__0041__0157,domain_b,0.4,0.8810373024777151
iwildcam__resnet18_imagenet1k_v1__d64,iwildcam__0041__0157,domain_b,0.5,0.8885279391818348
iwildcam__resnet18_imagenet1k_v1__d64,iwildcam__0041__0157,domain_b,0.6,0.8657155455829244
iwildcam__resnet18_imagenet1k_v1__d64,iwildcam__0041__0157,domain_b,0.7,0.8694608639349845
iwildcam__resnet18_imagenet1k_v1__d64,iwildcam__0041__0157,domain_b,0.8,0.8694608639349845
iwildcam__resnet18_imagenet1k_v1__d64,iwildcam__0041__0157,domain_b,0.9,0.7751134479813796
iwildcam__resnet18_imagenet1k_v1__d64,iwildcam__0041__0157,domain_b,1.0,0.7110690623308048
iwildcam__resnet18_imagenet1k_v1__d64,iwildcam__0191__0208,domain_a,0.0,0.5294037044037044
iwildcam__resnet18_imagenet1k_v1__d64,iwildcam__0191__0208,domain_a,0.1,0.6157673407673407
iwildcam__resnet18_imagenet1k_v1__d64,iwildcam__0191__0208,domain_a,0.2,0.6124960624960625
iwildcam__resnet18_imagenet1k_v1__d64,iwildcam__0191__0208,domain_a,0.3,0.8061472311472312
iwildcam__resnet18_imagenet1k_v1__d64,iwildcam__0191__0208,domain_a,0.4,0.7891450891450891
iwildcam__resnet18_imagenet1k_v1__d64,iwildcam__0191__0208,domain_a,0.5,0.7691945441945442
iwildcam__resnet18_imagenet1k_v1__d64,iwildcam__0191__0208,domain_a,0.6,0.6836058086058087
iwildcam__resnet18_imagenet1k_v1__d64,iwildcam__0191__0208,domain_a,0.7,0.6715019215019216
iwildcam__resnet18_imagenet1k_v1__d64,iwildcam__0191__0208,domain_a,0.8,0.6687944937944938
iwildcam__resnet18_imagenet1k_v1__d64,iwildcam__0191__0208,domain_a,0.9,0.6856375606375607
iwildcam__resnet18_imagenet1k_v1__d64,iwildcam__0191__0208,domain_a,1.0,0.7348280098280099
iwildcam__resnet18_imagenet1k_v1__d64,iwildcam__0191__0208,domain_b,0.0,0.9059168083785462
iwildcam__resnet18_imagenet1k_v1__d64,iwildcam__0191__0208,domain_b,0.1,0.9199260398952682
iwildcam__resnet18_imagenet1k_v1__d64,iwildcam__0191__0208,domain_b,0.2,0.9216400788187977
iwildcam__resnet18_imagenet1k_v1__d64,iwildcam__0191__0208,domain_b,0.3,0.9216400788187977
iwildcam__resnet18_imagenet1k_v1__d64,iwildcam__0191__0208,domain_b,0.4,0.9187788484897563
iwildcam__resnet18_imagenet1k_v1__d64,iwildcam__0191__0208,domain_b,0.5,0.920209463654277
iwildcam__resnet18_imagenet1k_v1__d64,iwildcam__0191__0208,domain_b,0.6,0.9216400788187977
iwildcam__resnet18_imagenet1k_v1__d64,iwildcam__0191__0208,domain_b,0.7,0.9276459632358897
iwildcam__resnet18_imagenet1k_v1__d64,iwildcam__0191__0208,domain_b,0.8,0.9213566550597889
iwildcam__resnet18_imagenet1k_v1__d64,iwildcam__0191__0208,domain_b,0.9,0.926795691958863
iwildcam__resnet18_imagenet1k_v1__d64,iwildcam__0191__0208,domain_b,1.0,0.9165114584176856
iwildcam__resnet18_imagenet1k_v1__d64,iwildcam__0157__0210,domain_a,0.0,0.884782620829775
iwildcam__resnet18_imagenet1k_v1__d64,iwildcam__0157__0210,domain_a,0.1,0.9150856511328053
iwildcam__resnet18_imagenet1k_v1__d64,iwildcam__0157__0210,domain_a,0.2,0.8810373024777151
iwildcam__resnet18_imagenet1k_v1__d64,iwildcam__0157__0210,domain_a,0.3,0.8735466657735952
iwildcam__resnet18_imagenet1k_v1__d64,iwildcam__0157__0210,domain_a,0.4,0.8810373024777151
iwildcam__resnet18_imagenet1k_v1__d64,iwildcam__0157__0210,domain_a,0.5,0.8885279391818348
iwildcam__resnet18_imagenet1k_v1__d64,iwildcam__0157__0210,domain_a,0.6,0.8657155455829244
iwildcam__resnet18_imagenet1k_v1__d64,iwildcam__0157__0210,domain_a,0.7,0.8694608639349845
iwildcam__resnet18_imagenet1k_v1__d64,iwildcam__0157__0210,domain_a,0.8,0.8694608639349845
iwildcam__resnet18_imagenet1k_v1__d64,iwildcam__0157__0210,domain_a,0.9,0.7751134479813796
iwildcam__resnet18_imagenet1k_v1__d64,iwildcam__0157__0210,domain_a,1.0,0.7110690623308048
iwildcam__resnet18_imagenet1k_v1__d64,iwildcam__0157__0210,domain_b,0.0,0.861750565849399
iwildcam__resnet18_imagenet1k_v1__d64,iwildcam__0157__0210,domain_b,0.1,0.8674253203279418
iwildcam__resnet18_imagenet1k_v1__d64,iwildcam__0157__0210,domain_b,0.2,0.868627238706126
iwildcam__resnet18_imagenet1k_v1__d64,iwildcam__0157__0210,domain_b,0.3,0.8687233906488193
iwildcam__resnet18_imagenet1k_v1__d64,iwildcam__0157__0210,domain_b,0.4,0.8696429041505406
iwildcam__resnet18_imagenet1k_v1__d64,iwildcam__0157__0210,domain_b,0.5,0.8691409535442305
iwildcam__resnet18_imagenet1k_v1__d64,iwildcam__0157__0210,domain_b,0.6,0.8698573988784232
iwildcam__resnet18_imagenet1k_v1__d64,iwildcam__0157__0210,domain_b,0.7,0.871493357714337
iwildcam__resnet18_imagenet1k_v1__d64,iwildcam__0157__0210,domain_b,0.8,0.8729205351025451
iwildcam__resnet18_imagenet1k_v1__d64,iwildcam__0157__0210,domain_b,0.9,0.8733098562038432
iwildcam__resnet18_imagenet1k_v1__d64,iwildcam__0157__0210,domain_b,1.0,0.8737277567706948
iwildcam__resnet18_imagenet1k_v1__d64,iwildcam__0191__0306,domain_a,0.0,0.7871507130175014
iwildcam__resnet18_imagenet1k_v1__d64,iwildcam__0191__0306,domain_a,0.1,0.8220267698369887
iwildcam__resnet18_imagenet1k_v1__d64,iwildcam__0191__0306,domain_a,0.2,0.835005599056694
iwildcam__resnet18_imagenet1k_v1__d64,iwildcam__0191__0306,domain_a,0.3,0.8400369604749167
iwildcam__resnet18_imagenet1k_v1__d64,iwildcam__0191__0306,domain_a,0.4,0.8610517946740575
iwildcam__resnet18_imagenet1k_v1__d64,iwildcam__0191__0306,domain_a,0.5,0.8812149369174915
iwildcam__resnet18_imagenet1k_v1__d64,iwildcam__0191__0306,domain_a,0.6,0.8943897503660279
iwildcam__resnet18_imagenet1k_v1__d64,iwildcam__0191__0306,domain_a,0.7,0.8891431671997365
iwildcam__resnet18_imagenet1k_v1__d64,iwildcam__0191__0306,domain_a,0.8,0.8781920030551418
iwildcam__resnet18_imagenet1k_v1__d64,iwildcam__0191__0306,domain_a,0.9,0.8698395915092996
iwildcam__resnet18_imagenet1k_v1__d64,iwildcam__0191__0306,domain_a,1.0,0.8722527940593634
iwildcam__resnet18_imagenet1k_v1__d64,iwildcam__0191__0306,domain_b,0.0,0.7618695377147799
iwildcam__resnet18_imagenet1k_v1__d64,iwildcam__0191__0306,domain_b,0.1,0.7761508720292268
iwildcam__resnet18_imagenet1k_v1__d64,iwildcam__0191__0306,domain_b,0.2,0.7778065011682997
iwildcam__resnet18_imagenet1k_v1__d64,iwildcam__0191__0306,domain_b,0.3,0.7794621303073725
iwildcam__resnet18_imagenet1k_v1__d64,iwildcam__0191__0306,domain_b,0.4,0.79373830086622
iwildcam__resnet18_imagenet1k_v1__d64,iwildcam__0191__0306,domain_b,0.5,0.7920826717271472
iwildcam__resnet18_imagenet1k_v1__d64,iwildcam__0191__0306,domain_b,0.6,0.7977292384751431
iwildcam__resnet18_imagenet1k_v1__d64,iwildcam__0191__0306,domain_b,0.7,0.8017201760840659
iwildcam__resnet18_imagenet1k_v1__d64,iwildcam__0191__0306,domain_b,0.8,0.8050314343622116
iwildcam__resnet18_imagenet1k_v1__d64,iwildcam__0191__0306,domain_b,0.9,0.8093186424486529
iwildcam__resnet18_imagenet1k_v1__d64,iwildcam__0191__0306,domain_b,1.0,0.8378157959283787
iwildcam__resnet18_imagenet1k_v1__d64,iwildcam__0147__0208,domain_a,0.0,0.7824165889439623
iwildcam__resnet18_imagenet1k_v1__d64,iwildcam__0147__0208,domain_a,0.1,0.8078885456418945
iwildcam__resnet18_imagenet1k_v1__d64,iwildcam__0147__0208,domain_a,0.2,0.8204110988021879
iwildcam__resnet18_imagenet1k_v1__d64,iwildcam__0147__0208,domain_a,0.3,0.8192320216184514
iwildcam__resnet18_imagenet1k_v1__d64,iwildcam__0147__0208,domain_a,0.4,0.8212632824368409
iwildcam__resnet18_imagenet1k_v1__d64,iwildcam__0147__0208,domain_a,0.5,0.8215105017289059
iwildcam__resnet18_imagenet1k_v1__d64,iwildcam__0147__0208,domain_a,0.6,0.818552321295478
iwildcam__resnet18_imagenet1k_v1__d64,iwildcam__0147__0208,domain_a,0.7,0.8141816919248486
iwildcam__resnet18_imagenet1k_v1__d64,iwildcam__0147__0208,domain_a,0.8,0.8111567378457303
iwildcam__resnet18_imagenet1k_v1__d64,iwildcam__0147__0208,domain_a,0.9,0.7886088212893687
iwildcam__resnet18_imagenet1k_v1__d64,iwildcam__0147__0208,domain_a,1.0,0.7337868028884337
iwildcam__resnet18_imagenet1k_v1__d64,iwildcam__0147__0208,domain_b,0.0,0.7224174697006506
iwildcam__resnet18_imagenet1k_v1__d64,iwildcam__0147__0208,domain_b,0.1,0.7279730252562061
iwildcam__resnet18_imagenet1k_v1__d64,iwildcam__0147__0208,domain_b,0.2,0.7846015421851522
iwildcam__resnet18_imagenet1k_v1__d64,iwildcam__0147__0208,domain_b,0.3,0.7801189480029872
iwildcam__resnet18_imagenet1k_v1__d64,iwildcam__0147__0208,domain_b,0.4,0.7801189480029872
iwildcam__resnet18_imagenet1k_v1__d64,iwildcam__0147__0208,domain_b,0.5,0.8277604574369495
iwildcam__resnet18_imagenet1k_v1__d64,iwildcam__0147__0208,domain_b,0.6,0.8343889743658957
iwildcam__resnet18_imagenet1k_v1__d64,iwildcam__0147__0208,domain_b,0.7,0.8365348971126767
iwildcam__resnet18_imagenet1k_v1__d64,iwildcam__0147__0208,domain_b,0.8,0.8376078584860673
iwildcam__resnet18_imagenet1k_v1__d64,iwildcam__0147__0208,domain_b,0.9,0.832700128665389
iwildcam__resnet18_imagenet1k_v1__d64,iwildcam__0147__0208,domain_b,1.0,0.815161371591042
iwildcam__vit_b_16_imagenet1k_v1__d128,iwildcam__0191__0306,domain_a,0.0,0.8180825438124709
iwildcam__vit_b_16_imagenet1k_v1__d128,iwildcam__0191__0306,domain_a,0.1,0.8463253221921105
iwildcam__vit_b_16_imagenet1k_v1__d128,iwildcam__0191__0306,domain_a,0.2,0.8675613127255464
iwildcam__vit_b_16_imagenet1k_v1__d128,iwildcam__0191__0306,domain_a,0.3,0.8848254958200215
iwildcam__vit_b_16_imagenet1k_v1__d128,iwildcam__0191__0306,domain_a,0.4,0.8738623036068293
iwildcam__vit_b_16_imagenet1k_v1__d128,iwildcam__0191__0306,domain_a,0.5,0.8652557075002331
iwildcam__vit_b_16_imagenet1k_v1__d128,iwildcam__0191__0306,domain_a,0.6,0.8643130690575946
iwildcam__vit_b_16_imagenet1k_v1__d128,iwildcam__0191__0306,domain_a,0.7,0.8616174538619795
iwildcam__vit_b_16_imagenet1k_v1__d128,iwildcam__0191__0306,domain_a,0.8,0.8632251367196624
iwildcam__vit_b_16_imagenet1k_v1__d128,iwildcam__0191__0306,domain_a,0.9,0.8702272562217818
iwildcam__vit_b_16_imagenet1k_v1__d128,iwildcam__0191__0306,domain_a,1.0,0.8842202641016509
iwildcam__vit_b_16_imagenet1k_v1__d128,iwildcam__0191__0306,domain_b,0.0,0.7746311142093644
iwildcam__vit_b_16_imagenet1k_v1__d128,iwildcam__0191__0306,domain_b,0.1,0.782822121528988
iwildcam__vit_b_16_imagenet1k_v1__d128,iwildcam__0191__0306,domain_b,0.2,0.7797519460903916
iwildcam__vit_b_16_imagenet1k_v1__d128,iwildcam__0191__0306,domain_b,0.3,0.7744887881956547
iwildcam__vit_b_16_imagenet1k_v1__d128,iwildcam__0191__0306,domain_b,0.4,0.7954426629487625
iwildcam__vit_b_16_imagenet1k_v1__d128,iwildcam__0191__0306,domain_b,0.5,0.7954426629487625
iwildcam__vit_b_16_imagenet1k_v1__d128,iwildcam__0191__0306,domain_b,0.6,0.7861834036895033
iwildcam__vit_b_16_imagenet1k_v1__d128,iwildcam__0191__0306,domain_b,0.7,0.7904706117759447
iwildcam__vit_b_16_imagenet1k_v1__d128,iwildcam__0191__0306,domain_b,0.8,0.7818961956030621
iwildcam__vit_b_16_imagenet1k_v1__d128,iwildcam__0191__0306,domain_b,0.9,0.7852074538812078
iwildcam__vit_b_16_imagenet1k_v1__d128,iwildcam__0191__0306,domain_b,1.0,0.7308650581567975
iwildcam__vit_b_16_imagenet1k_v1__d128,iwildcam__0179__0306,domain_a,0.0,0.6175497460072057
iwildcam__vit_b_16_imagenet1k_v1__d128,iwildcam__0179__0306,domain_a,0.1,0.7093357497925572
iwildcam__vit_b_16_imagenet1k_v1__d128,iwildcam__0179__0306,domain_a,0.2,0.7314244762548946
iwildcam__vit_b_16_imagenet1k_v1__d128,iwildcam__0179__0306,domain_a,0.3,0.7265548910484412
iwildcam__vit_b_16_imagenet1k_v1__d128,iwildcam__0179__0306,domain_a,0.4,0.7117433898221897
iwildcam__vit_b_16_imagenet1k_v1__d128,iwildcam__0179__0306,domain_a,0.5,0.7063745615326686
iwildcam__vit_b_16_imagenet1k_v1__d128,iwildcam__0179__0306,domain_a,0.6,0.6962965710972765
iwildcam__vit_b_16_imagenet1k_v1__d128,iwildcam__0179__0306,domain_a,0.7,0.6832989001314442
iwildcam__vit_b_16_imagenet1k_v1__d128,iwildcam__0179__0306,domain_a,0.8,0.6723551907476684
iwildcam__vit_b_16_imagenet1k_v1__d128,iwildcam__0179__0306,domain_a,0.9,0.6584918008334522
iwildcam__vit_b_16_imagenet1k_v1__d128,iwildcam__0179__0306,domain_a,1.0,0.6252049983358564
iwildcam__vit_b_16_imagenet1k_v1__d128,iwildcam__0179__0306,domain_b,0.0,0.7746311142093644
iwildcam__vit_b_16_imagenet1k_v1__d128,iwildcam__0179__0306,domain_b,0.1,0.782822121528988
iwildcam__vit_b_16_imagenet1k_v1__d128,iwildcam__0179__0306,domain_b,0.2,0.7797519460903916
iwildcam__vit_b_16_imagenet1k_v1__d128,iwildcam__0179__0306,domain_b,0.3,0.7744887881956547
iwildcam__vit_b_16_imagenet1k_v1__d128,iwildcam__0179__0306,domain_b,0.4,0.7954426629487625
iwildcam__vit_b_16_imagenet1k_v1__d128,iwildcam__0179__0306,domain_b,0.5,0.7954426629487625
iwildcam__vit_b_16_imagenet1k_v1__d128,iwildcam__0179__0306,domain_b,0.6,0.7861834036895033
iwildcam__vit_b_16_imagenet1k_v1__d128,iwildcam__0179__0306,domain_b,0.7,0.7904706117759447
iwildcam__vit_b_16_imagenet1k_v1__d128,iwildcam__0179__0306,domain_b,0.8,0.7818961956030621
iwildcam__vit_b_16_imagenet1k_v1__d128,iwildcam__0179__0306,domain_b,0.9,0.7852074538812078
iwildcam__vit_b_16_imagenet1k_v1__d128,iwildcam__0179__0306,domain_b,1.0,0.7308650581567975
iwildcam__vit_b_16_imagenet1k_v1__d128,iwildcam__0147__0208,domain_a,0.0,0.7691795027919082
iwildcam__vit_b_16_imagenet1k_v1__d128,iwildcam__0147__0208,domain_a,0.1,0.8076844980878177
iwildcam__vit_b_16_imagenet1k_v1__d128,iwildcam__0147__0208,domain_a,0.2,0.8118632983207823
iwildcam__vit_b_16_imagenet1k_v1__d128,iwildcam__0147__0208,domain_a,0.3,0.8140164582069066
iwildcam__vit_b_16_imagenet1k_v1__d128,iwildcam__0147__0208,domain_a,0.4,0.8103759810370177
iwildcam__vit_b_16_imagenet1k_v1__d128,iwildcam__0147__0208,domain_a,0.5,0.8085333929320534
iwildcam__vit_b_16_imagenet1k_v1__d128,iwildcam__0147__0208,domain_a,0.6,0.7956580329978699
iwildcam__vit_b_16_imagenet1k_v1__d128,iwildcam__0147__0208,domain_a,0.7,0.7820507390105526
iwildcam__vit_b_16_imagenet1k_v1__d128,iwildcam__0147__0208,domain_a,0.8,0.7657437350069848
iwildcam__vit_b_16_imagenet1k_v1__d128,iwildcam__0147__0208,domain_a,0.9,0.7503913456956556
iwildcam__vit_b_16_imagenet1k_v1__d128,iwildcam__0147__0208,domain_a,1.0,0.7351900574672852
iwildcam__vit_b_16_imagenet1k_v1__d128,iwildcam__0147__0208,domain_b,0.0,0.6947067881596993
iwildcam__vit_b_16_imagenet1k_v1__d128,iwildcam__0147__0208,domain_b,0.1,0.7924934799681742
iwildcam__vit_b_16_imagenet1k_v1__d128,iwildcam__0147__0208,domain_b,0.2,0.8024642442611509
iwildcam__vit_b_16_imagenet1k_v1__d128,iwildcam__0147__0208,domain_b,0.3,0.8023525778708385
iwildcam__vit_b_16_imagenet1k_v1__d128,iwildcam__0147__0208,domain_b,0.4,0.8117865401349893
iwildcam__vit_b_16_imagenet1k_v1__d128,iwildcam__0147__0208,domain_b,0.5,0.8128595015083799
iwildcam__vit_b_16_imagenet1k_v1__d128,iwildcam__0147__0208,domain_b,0.6,0.8073039459528244
iwildcam__vit_b_16_imagenet1k_v1__d128,iwildcam__0147__0208,domain_b,0.7,0.7914309300798085
iwildcam__vit_b_16_imagenet1k_v1__d128,iwildcam__0147__0208,domain_b,0.8,0.7690179591689835
iwildcam__vit_b_16_imagenet1k_v1__d128,iwildcam__0147__0208,domain_b,0.9,0.7534916393204514
iwildcam__vit_b_16_imagenet1k_v1__d128,iwildcam__0147__0208,domain_b,1.0,0.6853044138269663
iwildcam__vit_b_16_imagenet1k_v1__d128,iwildcam__0208__0283,domain_a,0.0,0.8550989407053623
iwildcam__vit_b_16_imagenet1k_v1__d128,iwildcam__0208__0283,domain_a,0.1,0.8947801950193804
iwildcam__vit_b_16_imagenet1k_v1__d128,iwildcam__0208__0283,domain_a,0.2,0.9403522932678088
iwildcam__vit_b_16_imagenet1k_v1__d128,iwildcam__0208__0283,domain_a,0.3,0.9417754431729322
iwildcam__vit_b_16_imagenet1k_v1__d128,iwildcam__0208__0283,domain_a,0.4,0.9340515030556806
iwildcam__vit_b_16_imagenet1k_v1__d128,iwildcam__0208__0283,domain_a,0.5,0.9207860099729134
iwildcam__vit_b_16_imagenet1k_v1__d128,iwildcam__0208__0283,domain_a,0.6,0.8743023424543742
iwildcam__vit_b_16_imagenet1k_v1__d128,iwildcam__0208__0283,domain_a,0.7,0.8703965072132381
iwildcam__vit_b_16_imagenet1k_v1__d128,iwildcam__0208__0283,domain_a,0.8,0.8639945606935882
iwildcam__vit_b_16_imagenet1k_v1__d128,iwildcam__0208__0283,domain_a,0.9,0.8472976156713925
iwildcam__vit_b_16_imagenet1k_v1__d128,iwildcam__0208__0283,domain_a,1.0,0.8072530017617183
iwildcam__vit_b_16_imagenet1k_v1__d128,iwildcam__0208__0283,domain_b,0.0,0.8317000580720093
iwildcam__vit_b_16_imagenet1k_v1__d128,iwildcam__0208__0283,domain_b,0.1,0.8486685782036392
iwildcam__vit_b_16_imagenet1k_v1__d128,iwildcam__0208__0283,domain_b,0.2,0.8497229481223384
iwildcam__vit_b_16_imagenet1k_v1__d128,iwildcam__0208__0283,domain_b,0.3,0.8471187814556718
iwildcam__vit_b_16_imagenet1k_v1__d128,iwildcam__0208__0283,domain_b,0.4,0.8431505274874177
iwildcam__vit_b_16_imagenet1k_v1__d128,iwildcam__0208__0283,domain_b,0.5,0.8391822735191637
iwildcam__vit_b_16_imagenet1k_v1__d128,iwildcam__0208__0283,domain_b,0.6,0.8300262533875339
iwildcam__vit_b_16_imagenet1k_v1__d128,iwildcam__0208__0283,domain_b,0.7,0.818121491482772
iwildcam__vit_b_16_imagenet1k_v1__d128,iwildcam__0208__0283,domain_b,0.8,0.80621672957801
iwildcam__vit_b_16_imagenet1k_v1__d128,iwildcam__0208__0283,domain_b,0.9,0.7798030391018196
iwildcam__vit_b_16_imagenet1k_v1__d128,iwildcam__0208__0283,domain_b,1.0,0.7573576025938831
iwildcam__vit_b_16_imagenet1k_v1__d128,iwildcam__0115__0299,domain_a,0.0,0.6601162695488414
iwildcam__vit_b_16_imagenet1k_v1__d128,iwildcam__0115__0299,domain_a,0.1,0.6878940473266192
iwildcam__vit_b_16_imagenet1k_v1__d128,iwildcam__0115__0299,domain_a,0.2,0.6734012937034307
iwildcam__vit_b_16_imagenet1k_v1__d128,iwildcam__0115__0299,domain_a,0.3,0.7011790714812086
iwildcam__vit_b_16_imagenet1k_v1__d128,iwildcam__0115__0299,domain_a,0.4,0.6734012937034307
iwildcam__vit_b_16_imagenet1k_v1__d128,iwildcam__0115__0299,domain_a,0.5,0.6878940473266192
iwildcam__vit_b_16_imagenet1k_v1__d128,iwildcam__0115__0299,domain_a,0.6,0.6878940473266192
iwildcam__vit_b_16_imagenet1k_v1__d128,iwildcam__0115__0299,domain_a,0.7,0.6991934823548678
iwildcam__vit_b_16_imagenet1k_v1__d128,iwildcam__0115__0299,domain_a,0.8,0.7249856710063046
iwildcam__vit_b_16_imagenet1k_v1__d128,iwildcam__0115__0299,domain_a,0.9,0.7439204126750184
iwildcam__vit_b_16_imagenet1k_v1__d128,iwildcam__0115__0299,domain_a,1.0,0.7217923524113649
iwildcam__vit_b_16_imagenet1k_v1__d128,iwildcam__0115__0299,domain_b,0.0,0.8051948051948052
iwildcam__vit_b_16_imagenet1k_v1__d128,iwildcam__0115__0299,domain_b,0.1,0.8163059163059163
iwildcam__vit_b_16_imagenet1k_v1__d128,iwildcam__0115__0299,domain_b,0.2,0.8127705627705627
iwildcam__vit_b_16_imagenet1k_v1__d128,iwildcam__0115__0299,domain_b,0.3,0.8238816738816738
iwildcam__vit_b_16_imagenet1k_v1__d128,iwildcam__0115__0299,domain_b,0.4,0.8238816738816738
iwildcam__vit_b_16_imagenet1k_v1__d128,iwildcam__0115__0299,domain_b,0.5,0.7940836940836941
iwildcam__vit_b_16_imagenet1k_v1__d128,iwildcam__0115__0299,domain_b,0.6,0.7976190476190476
iwildcam__vit_b_16_imagenet1k_v1__d128,iwildcam__0115__0299,domain_b,0.7,0.8087301587301586
iwildcam__vit_b_16_imagenet1k_v1__d128,iwildcam__0115__0299,domain_b,0.8,0.8163059163059163
iwildcam__vit_b_16_imagenet1k_v1__d128,iwildcam__0115__0299,domain_b,0.9,0.8194805194805195
iwildcam__vit_b_16_imagenet1k_v1__d128,iwildcam__0115__0299,domain_b,1.0,0.807142857142857
iwildcam__vit_b_16_imagenet1k_v1__d128,iwildcam__0208__0306,domain_a,0.0,0.8741510412256978
iwildcam__vit_b_16_imagenet1k_v1__d128,iwildcam__0208__0306,domain_a,0.1,0.9162443993267898
iwildcam__vit_b_16_imagenet1k_v1__d128,iwildcam__0208__0306,domain_a,0.2,0.9296211197745681
iwildcam__vit_b_16_imagenet1k_v1__d128,iwildcam__0208__0306,domain_a,0.3,0.93294926814592
iwildcam__vit_b_16_imagenet1k_v1__d128,iwildcam__0208__0306,domain_a,0.4,0.9346633070694496
iwildcam__vit_b_16_imagenet1k_v1__d128,iwildcam__0208__0306,domain_a,0.5,0.930702647629154
iwildcam__vit_b_16_imagenet1k_v1__d128,iwildcam__0208__0306,domain_a,0.6,0.9300701365602103
iwildcam__vit_b_16_imagenet1k_v1__d128,iwildcam__0208__0306,domain_a,0.7,0.9171424328980741
iwildcam__vit_b_16_imagenet1k_v1__d128,iwildcam__0208__0306,domain_a,0.8,0.9079739931362637
iwildcam__vit_b_16_imagenet1k_v1__d128,iwildcam__0208__0306,domain_a,0.9,0.8969259214242906
iwildcam__vit_b_16_imagenet1k_v1__d128,iwildcam__0208__0306,domain_a,1.0,0.8799376288461516
iwildcam__vit_b_16_imagenet1k_v1__d128,iwildcam__0208__0306,domain_b,0.0,0.9040083652840711
iwildcam__vit_b_16_imagenet1k_v1__d128,iwildcam__0208__0306,domain_b,0.1,0.9088184036249564
iwildcam__vit_b_16_imagenet1k_v1__d128,iwildcam__0208__0306,domain_b,0.2,0.8770070872545602
iwildcam__vit_b_16_imagenet1k_v1__d128,iwildcam__0208__0306,domain_b,0.3,0.8602532822121529
iwildcam__vit_b_16_imagenet1k_v1__d128,iwildcam__0208__0306,domain_b,0.4,0.841803183455327
iwildcam__vit_b_16_imagenet1k_v1__d128,iwildcam__0208__0306,domain_b,0.5,0.8360869060067387
iwildcam__vit_b_16_imagenet1k_v1__d128,iwildcam__0208__0306,domain_b,0.6,0.8290693621470896
iwildcam__vit_b_16_imagenet1k_v1__d128,iwildcam__0208__0306,domain_b,0.7,0.8017156577979163
iwildcam__vit_b_16_imagenet1k_v1__d128,iwildcam__0208__0306,domain_b,0.8,0.7876805700786181
iwildcam__vit_b_16_imagenet1k_v1__d128,iwildcam__0208__0306,domain_b,0.9,0.7876805700786181
iwildcam__vit_b_16_imagenet1k_v1__d128,iwildcam__0208__0306,domain_b,1.0,0.8022268696022617
iwildcam__vit_b_16_imagenet1k_v1__d128,iwildcam__0022__0208,domain_a,0.0,0.9479603547209181
iwildcam__vit_b_16_imagenet1k_v1__d128,iwildcam__0022__0208,domain_a,0.1,0.9757407407407407
iwildcam__vit_b_16_imagenet1k_v1__d128,iwildcam__0022__0208,domain_a,0.2,0.9757407407407407
iwildcam__vit_b_16_imagenet1k_v1__d128,iwildcam__0022__0208,domain_a,0.3,0.9732407407407407
iwildcam__vit_b_16_imagenet1k_v1__d128,iwildcam__0022__0208,domain_a,0.4,0.9732407407407407
iwildcam__vit_b_16_imagenet1k_v1__d128,iwildcam__0022__0208,domain_a,0.5,0.9697196139801774
iwildcam__vit_b_16_imagenet1k_v1__d128,iwildcam__0022__0208,domain_a,0.6,0.9622196139801773
iwildcam__vit_b_16_imagenet1k_v1__d128,iwildcam__0022__0208,domain_a,0.7,0.9572196139801773
iwildcam__vit_b_16_imagenet1k_v1__d128,iwildcam__0022__0208,domain_a,0.8,0.946198487219614
iwildcam__vit_b_16_imagenet1k_v1__d128,iwildcam__0022__0208,domain_a,0.9,0.916092853416797
iwildcam__vit_b_16_imagenet1k_v1__d128,iwildcam__0022__0208,domain_a,1.0,0.8420800730307773
iwildcam__vit_b_16_imagenet1k_v1__d128,iwildcam__0022__0208,domain_b,0.0,0.8387898494760047
iwildcam__vit_b_16_imagenet1k_v1__d128,iwildcam__0022__0208,domain_b,0.1,0.8754529017937059
iwildcam__vit_b_16_imagenet1k_v1__d128,iwildcam__0022__0208,domain_b,0.2,0.8698973462381503
iwildcam__vit_b_16_imagenet1k_v1__d128,iwildcam__0022__0208,domain_b,0.3,0.861144725693077
iwildcam__vit_b_16_imagenet1k_v1__d128,iwildcam__0022__0208,domain_b,0.4,0.857176471724823
iwildcam__vit_b_16_imagenet1k_v1__d128,iwildcam__0022__0208,domain_b,0.5,0.849239963788315
iwildcam__vit_b_16_imagenet1k_v1__d128,iwildcam__0022__0208,domain_b,0.6,0.8389449652857693
