condition_id,dataset_id,encoder_id,projection_dim,objective_id,direction,tau,score,selected
pathmnist__vit_b_16_imagenet1k_v1__d64,pathmnist,vit_b_16_imagenet1k_v1,64,hard_competitor_expected_margin,maximize,1.0,19.5027676559217,True
cifar100__resnet18_imagenet1k_v1__d128,cifar100,resnet18_imagenet1k_v1,128,mean_pairwise_expected_margin,maximize,0.0,19.745726547703924,False
cifar100__resnet18_imagenet1k_v1__d128,cifar100,resnet18_imagenet1k_v1,128,mean_pairwise_expected_margin,maximize,0.1,22.071020886800255,False
cifar100__resnet18_imagenet1k_v1__d128,cifar100,resnet18_imagenet1k_v1,128,mean_pairwise_expected_margin,maximize,0.2,24.313414596484137,False
cifar100__resnet18_imagenet1k_v1__d128,cifar100,resnet18_imagenet1k_v1,128,mean_pairwise_expected_margin,maximize,0.3,26.713309958671886,False
cifar100__resnet18_imagenet1k_v1__d128,cifar100,resnet18_imagenet1k_v1,128,mean_pairwise_expected_margin,maximize,0.4,29.43776532407908,False
cifar100__resnet18_imagenet1k_v1__d128,cifar100,resnet18_imagenet1k_v1,128,mean_pairwise_expected_margin,maximize,0.5,32.673676187255154,False
cifar100__resnet18_imagenet1k_v1__d128,cifar100,resnet18_imagenet1k_v1,128,mean_pairwise_expected_margin,maximize,0.6,36.686764803253936,False
cifar100__resnet18_imagenet1k_v1__d128,cifar100,resnet18_imagenet1k_v1,128,mean_pairwise_expected_margin,maximize,0.7,41.91592465608774,False
cifar100__resnet18_imagenet1k_v1__d128,cifar100,resnet18_imagenet1k_v1,128,mean_pairwise_expected_margin,maximize,0.8,49.19338416841304,False
cifar100__resnet18_imagenet1k_v1__d128,cifar100,resnet18_imagenet1k_v1,128,mean_pairwise_expected_margin,maximize,0.9,60.417593987799684,False
cifar100__resnet18_imagenet1k_v1__d128,cifar100,resnet18_imagenet1k_v1,128,mean_pairwise_expected_margin,maximize,1.0,81.71521467411827,True
cifar100__resnet18_imagenet1k_v1__d64,cifar100,resnet18_imagenet1k_v1,64,mean_pairwise_expected_margin,maximize,0.0,12.21159424061872,False
cifar100__resnet18_imagenet1k_v1__d64,cifar100,resnet18_imagenet1k_v1,64,mean_pairwise_expected_margin,maximize,0.1,13.033486053330002,False
cifar100__resnet18_imagenet1k_v1__d64,cifar100,resnet18_imagenet1k_v1,64,mean_pairwise_expected_margin,maximize,0.2,13.897267166052208,False
cifar100__resnet18_imagenet1k_v1__d64,cifar100,resnet18_imagenet1k_v1,64,mean_pairwise_expected_margin,maximize,0.3,14.850913476270243,False
cifar100__resnet18_imagenet1k_v1__d64,cifar100,resnet18_imagenet1k_v1,64,mean_pairwise_expected_margin,maximize,0.4,15.9382417226208,False
cifar100__resnet18_imagenet1k_v1__d64,cifar100,resnet18_imagenet1k_v1,64,mean_pairwise_expected_margin,maximize,0.5,17.212604208552055,False
cifar100__resnet18_imagenet1k_v1__d64,cifar100,resnet18_imagenet1k_v1,64,mean_pairwise_expected_margin,maximize,0.6,18.748786540119795,False
cifar100__resnet18_imagenet1k_v1__d64,cifar100,resnet18_imagenet1k_v1,64,mean_pairwise_expected_margin,maximize,0.7,20.662431798245354,False
cifar100__resnet18_imagenet1k_v1__d64,cifar100,resnet18_imagenet1k_v1,64,mean_pairwise_expected_margin,maximize,0.8,23.15059059286517,False
cifar100__resnet18_imagenet1k_v1__d64,cifar100,resnet18_imagenet1k_v1,64,mean_pairwise_expected_margin,maximize,0.9,26.59446319470112,False
cifar100__resnet18_imagenet1k_v1__d64,cifar100,resnet18_imagenet1k_v1,64,mean_pairwise_expected_margin,maximize,1.0,31.9036780054956,True
cifar100__vit_b_16_imagenet1k_v1__d128,cifar100,vit_b_16_imagenet1k_v1,128,mean_pairwise_expected_margin,maximize,0.0,32.80643151136874,False
cifar100__vit_b_16_imagenet1k_v1__d128,cifar100,vit_b_16_imagenet1k_v1,128,mean_pairwise_expected_margin,maximize,0.1,35.61301775948992,False
cifar100__vit_b_16_imagenet1k_v1__d128,cifar100,vit_b_16_imagenet1k_v1,128,mean_pairwise_expected_margin,maximize,0.2,38.4714753460578,False
cifar100__vit_b_16_imagenet1k_v1__d128,cifar100,vit_b_16_imagenet1k_v1,128,mean_pairwise_expected_margin,maximize,0.3,41.679926413434174,False
cifar100__vit_b_16_imagenet1k_v1__d128,cifar100,vit_b_16_imagenet1k_v1,128,mean_pairwise_expected_margin,maximize,0.4,45.4581993563194,False
cifar100__vit_b_16_imagenet1k_v1__d128,cifar100,vit_b_16_imagenet1k_v1,128,mean_pairwise_expected_margin,maximize,0.5,50.07759120521537,False
cifar100__vit_b_16_imagenet1k_v1__d128,cifar100,vit_b_16_imagenet1k_v1,128,mean_pairwise_expected_margin,maximize,0.6,55.9484033257345,False
cifar100__vit_b_16_imagenet1k_v1__d128,cifar100,vit_b_16_imagenet1k_v1,128,mean_pairwise_expected_margin,maximize,0.7,63.77459015848464,False
