condition_id,dataset_id,encoder_id,projection_dim,objective_id,direction,tau,score,selected
cifar100__vit_b_16_imagenet1k_v1__d128,cifar100,vit_b_16_imagenet1k_v1,128,mean_pairwise_expected_margin,maximize,0.8,74.93167593607092,False
cifar100__vit_b_16_imagenet1k_v1__d128,cifar100,vit_b_16_imagenet1k_v1,128,mean_pairwise_expected_margin,maximize,0.9,92.66059837345288,False
cifar100__vit_b_16_imagenet1k_v1__d128,cifar100,vit_b_16_imagenet1k_v1,128,mean_pairwise_expected_margin,maximize,1.0,127.88457086590918,True
cifar100__vit_b_16_imagenet1k_v1__d64,cifar100,vit_b_16_imagenet1k_v1,64,mean_pairwise_expected_margin,maximize,0.0,18.830012341238724,False
cifar100__vit_b_16_imagenet1k_v1__d64,cifar100,vit_b_16_imagenet1k_v1,64,mean_pairwise_expected_margin,maximize,0.1,19.80318408490411,False
cifar100__vit_b_16_imagenet1k_v1__d64,cifar100,vit_b_16_imagenet1k_v1,64,mean_pairwise_expected_margin,maximize,0.2,20.86242031693574,False
cifar100__vit_b_16_imagenet1k_v1__d64,cifar100,vit_b_16_imagenet1k_v1,64,mean_pairwise_expected_margin,maximize,0.3,22.07465749562735,False
cifar100__vit_b_16_imagenet1k_v1__d64,cifar100,vit_b_16_imagenet1k_v1,64,mean_pairwise_expected_margin,maximize,0.4,23.498092513383273,False
cifar100__vit_b_16_imagenet1k_v1__d64,cifar100,vit_b_16_imagenet1k_v1,64,mean_pairwise_expected_margin,maximize,0.5,25.206555244534293,False
cifar100__vit_b_16_imagenet1k_v1__d64,cifar100,vit_b_16_imagenet1k_v1,64,mean_pairwise_expected_margin,maximize,0.6,27.307533101107076,False
cifar100__vit_b_16_imagenet1k_v1__d64,cifar100,vit_b_16_imagenet1k_v1,64,mean_pairwise_expected_margin,maximize,0.7,29.971602573805015,False
cifar100__vit_b_16_imagenet1k_v1__d64,cifar100,vit_b_16_imagenet1k_v1,64,mean_pairwise_expected_margin,maximize,0.8,33.49484743156245,False
cifar100__vit_b_16_imagenet1k_v1__d64,cifar100,vit_b_16_imagenet1k_v1,64,mean_pairwise_expected_margin,maximize,0.9,38.457929174859274,False
cifar100__vit_b_16_imagenet1k_v1__d64,cifar100,vit_b_16_imagenet1k_v1,64,mean_pairwise_expected_margin,maximize,1.0,46.250844937632806,True
dermamnist__resnet18_imagenet1k_v1__d128,dermamnist,resnet18_imagenet1k_v1,128,mean_pairwise_expected_margin,maximize,0.0,3.1528749079625413,False
dermamnist__resnet18_imagenet1k_v1__d128,dermamnist,resnet18_imagenet1k_v1,128,mean_pairwise_expected_margin,maximize,0.1,4.537621780389431,False
dermamnist__resnet18_imagenet1k_v1__d128,dermamnist,resnet18_imagenet1k_v1,128,mean_pairwise_expected_margin,maximize,0.2,5.53296168523072,False
dermamnist__resnet18_imagenet1k_v1__d128,dermamnist,resnet18_imagenet1k_v1,128,mean_pairwise_expected_margin,maximize,0.3,6.4766154532061595,False
dermamnist__resnet18_imagenet1k_v1__d128,dermamnist,resnet18_imagenet1k_v1,128,mean_pairwise_expected_margin,maximize,0.4,7.481933200863637,False
dermamnist__resnet18_imagenet1k_v1__d128,dermamnist,resnet18_imagenet1k_v1,128,mean_pairwise_expected_margin,maximize,0.5,8.640176331791794,False
dermamnist__resnet18_imagenet1k_v1__d128,dermamnist,resnet18_imagenet1k_v1,128,mean_pairwise_expected_margin,maximize,0.6,10.071475190691547,False
dermamnist__resnet18_imagenet1k_v1__d128,dermamnist,resnet18_imagenet1k_v1,128,mean_pairwise_expected_margin,maximize,0.7,11.986611440927124,False
dermamnist__resnet18_imagenet1k_v1__d128,dermamnist,resnet18_imagenet1k_v1,128,mean_pairwise_expected_margin,maximize,0.8,14.854847053381867,False
dermamnist__resnet18_imagenet1k_v1__d128,dermamnist,resnet18_imagenet1k_v1,128,mean_pairwise_expected_margin,maximize,0.9,20.149003086109747,False
dermamnist__resnet18_imagenet1k_v1__d128,dermamnist,resnet18_imagenet1k_v1,128,mean_pairwise_expected_margin,maximize,1.0,40.9566122650741,True
dermamnist__resnet18_imagenet1k_v1__d64,dermamnist,resnet18_imagenet1k_v1,64,mean_pairwise_expected_margin,maximize,0.0,2.2581554748627988,False
dermamnist__resnet18_imagenet1k_v1__d64,dermamnist,resnet18_imagenet1k_v1,64,mean_pairwise_expected_margin,maximize,0.1,2.9337808970902564,False
dermamnist__resnet18_imagenet1k_v1__d64,dermamnist,resnet18_imagenet1k_v1,64,mean_pairwise_expected_margin,maximize,0.2,3.482476888900806,False
dermamnist__resnet18_imagenet1k_v1__d64,dermamnist,resnet18_imagenet1k_v1,64,mean_pairwise_expected_margin,maximize,0.3,4.018900417033876,False
dermamnist__resnet18_imagenet1k_v1__d64,dermamnist,resnet18_imagenet1k_v1,64,mean_pairwise_expected_margin,maximize,0.4,4.594322503058111,False
dermamnist__resnet18_imagenet1k_v1__d64,dermamnist,resnet18_imagenet1k_v1,64,mean_pairwise_expected_margin,maximize,0.5,5.253902020404324,False
dermamnist__resnet18_imagenet1k_v1__d64,dermamnist,resnet18_imagenet1k_v1,64,mean_pairwise_expected_margin,maximize,0.6,6.057481594069932,False
dermamnist__resnet18_imagenet1k_v1__d64,dermamnist,resnet18_imagenet1k_v1,64,mean_pairwise_expected_margin,maximize,0.7,7.106711269443445,False
dermamnist__resnet18_imagenet1k_v1__d64,dermamnist,resnet18_imagenet1k_v1,64,mean_pairwise_expected_margin,maximize,0.8,8.614809515498603,False
dermamnist__resnet18_imagenet1k_v1__d64,dermamnist,resnet18_imagenet1k_v1,64,mean_pairwise_expected_margin,maximize,0.9,11.184147982350268,False
dermamnist__resnet18_imagenet1k_v1__d64,dermamnist,resnet18_imagenet1k_v1,64,mean_pairwise_expected_margin,maximize,1.0,18.6340312233895,True
dermamnist__vit_b_16_imagenet1k_v1__d128,dermamnist,vit_b_16_imagenet1k_v1,128,mean_pairwise_expected_margin,maximize,0.0,4.323833303411522,False
dermamnist__vit_b_16_imagenet1k_v1__d128,dermamnist,vit_b_16_imagenet1k_v1,128,mean_pairwise_expected_margin,maximize,0.1,5.900928443921336,False
dermamnist__vit_b_16_imagenet1k_v1__d128,dermamnist,vit_b_16_imagenet1k_v1,128,mean_pairwise_expected_margin,maximize,0.2,7.135235901724627,False
dermamnist__vit_b_16_imagenet1k_v1__d128,dermamnist,vit_b_16_imagenet1k_v1,128,mean_pairwise_expected_margin,maximize,0.3,8.328290143585672,False
dermamnist__vit_b_16_imagenet1k_v1__d128,dermamnist,vit_b_16_imagenet1k_v1,128,mean_pairwise_expected_margin,maximize,0.4,9.609521653294363,False
dermamnist__vit_b_16_imagenet1k_v1__d128,dermamnist,vit_b_16_imagenet1k_v1,128,mean_pairwise_expected_margin,maximize,0.5,11.09317932769143,False
dermamnist__vit_b_16_imagenet1k_v1__d128,dermamnist,vit_b_16_imagenet1k_v1,128,mean_pairwise_expected_margin,maximize,0.6,12.934618857409971,False
dermamnist__vit_b_16_imagenet1k_v1__d128,dermamnist,vit_b_16_imagenet1k_v1,128,mean_pairwise_expected_margin,maximize,0.7,15.408557626119848,False
dermamnist__vit_b_16_imagenet1k_v1__d128,dermamnist,vit_b_16_imagenet1k_v1,128,mean_pairwise_expected_margin,maximize,0.8,19.124182007072406,False
dermamnist__vit_b_16_imagenet1k_v1__d128,dermamnist,vit_b_16_imagenet1k_v1,128,mean_pairwise_expected_margin,maximize,0.9,25.955947073755553,False
dermamnist__vit_b_16_imagenet1k_v1__d128,dermamnist,vit_b_16_imagenet1k_v1,128,mean_pairwise_expected_margin,maximize,1.0,50.77885644805091,True
dermamnist__vit_b_16_imagenet1k_v1__d64,dermamnist,vit_b_16_imagenet1k_v1,64,mean_pairwise_expected_margin,maximize,0.0,2.9750375663148345,False
dermamnist__vit_b_16_imagenet1k_v1__d64,dermamnist,vit_b_16_imagenet1k_v1,64,mean_pairwise_expected_margin,maximize,0.1,3.711360687224922,False
dermamnist__vit_b_16_imagenet1k_v1__d64,dermamnist,vit_b_16_imagenet1k_v1,64,mean_pairwise_expected_margin,maximize,0.2,4.334801038821864,False
dermamnist__vit_b_16_imagenet1k_v1__d64,dermamnist,vit_b_16_imagenet1k_v1,64,mean_pairwise_expected_margin,maximize,0.3,4.950557952823571,False
dermamnist__vit_b_16_imagenet1k_v1__d64,dermamnist,vit_b_16_imagenet1k_v1,64,mean_pairwise_expected_margin,maximize,0.4,5.613190255293059,False
dermamnist__vit_b_16_imagenet1k_v1__d64,dermamnist,vit_b_16_imagenet1k_v1,64,mean_pairwise_expected_margin,maximize,0.5,6.373761432086997,False
dermamnist__vit_b_16_imagenet1k_v1__d64,dermamnist,vit_b_16_imagenet1k_v1,64,mean_pairwise_expected_margin,maximize,0.6,7.301295749957545,False
dermamnist__vit_b_16_imagenet1k_v1__d64,dermamnist,vit_b_16_imagenet1k_v1,64,mean_pairwise_expected_margin,maximize,0.7,8.513295191292098,False
dermamnist__vit_b_16_imagenet1k_v1__d64,dermamnist,vit_b_16_imagenet1k_v1,64,mean_pairwise_expected_margin,maximize,0.8,10.253738177585248,False
dermamnist__vit_b_16_imagenet1k_v1__d64,dermamnist,vit_b_16_imagenet1k_v1,64,mean_pairwise_expected_margin,maximize,0.9,13.187600759838288,False
dermamnist__vit_b_16_imagenet1k_v1__d64,dermamnist,vit_b_16_imagenet1k_v1,64,mean_pairwise_expected_margin,maximize,1.0,20.79501973657098,True
eurosat__resnet18_imagenet1k_v1__d128,eurosat,resnet18_imagenet1k_v1,128,mean_pairwise_expected_margin,maximize,0.0,20.76504697771943,False
eurosat__resnet18_imagenet1k_v1__d128,eurosat,resnet18_imagenet1k_v1,128,mean_pairwise_expected_margin,maximize,0.1,24.22049016806505,False
eurosat__resnet18_imagenet1k_v1__d128,eurosat,resnet18_imagenet1k_v1,128,mean_pairwise_expected_margin,maximize,0.2,27.53157507767174,False
eurosat__resnet18_imagenet1k_v1__d128,eurosat,resnet18_imagenet1k_v1,128,mean_pairwise_expected_margin,maximize,0.3,31.019917045802515,False
eurosat__resnet18_imagenet1k_v1__d128,eurosat,resnet18_imagenet1k_v1,128,mean_pairwise_expected_margin,maximize,0.4,34.92841628375115,False
eurosat__resnet18_imagenet1k_v1__d128,eurosat,resnet18_imagenet1k_v1,128,mean_pairwise_expected_margin,maximize,0.5,39.534942097053595,False
eurosat__resnet18_imagenet1k_v1__d128,eurosat,resnet18_imagenet1k_v1,128,mean_pairwise_expected_margin,maximize,0.6,45.24706197118755,False
eurosat__resnet18_imagenet1k_v1__d128,eurosat,resnet18_imagenet1k_v1,128,mean_pairwise_expected_margin,maximize,0.7,52.77620684001957,False
eurosat__resnet18_imagenet1k_v1__d128,eurosat,resnet18_imagenet1k_v1,128,mean_pairwise_expected_margin,maximize,0.8,63.61229426697335,False
eurosat__resnet18_imagenet1k_v1__d128,eurosat,resnet18_imagenet1k_v1,128,mean_pairwise_expected_margin,maximize,0.9,81.92423216858143,False
eurosat__resnet18_imagenet1k_v1__d128,eurosat,resnet18_imagenet1k_v1,128,mean_pairwise_expected_margin,maximize,1.0,134.69526765833012,True
eurosat__resnet18_imagenet1k_v1__d64,eurosat,resnet18_imagenet1k_v1,64,mean_pairwise_expected_margin,maximize,0.0,14.68522874252822,False
eurosat__resnet18_imagenet1k_v1__d64,eurosat,resnet18_imagenet1k_v1,64,mean_pairwise_expected_margin,maximize,0.1,16.25929905215167,False
eurosat__resnet18_imagenet1k_v1__d64,eurosat,resnet18_imagenet1k_v1,64,mean_pairwise_expected_margin,maximize,0.2,17.849475299877255,False
eurosat__resnet18_imagenet1k_v1__d64,eurosat,resnet18_imagenet1k_v1,64,mean_pairwise_expected_margin,maximize,0.3,19.574081969080616,False
eurosat__resnet18_imagenet1k_v1__d64,eurosat,resnet18_imagenet1k_v1,64,mean_pairwise_expected_margin,maximize,0.4,21.539616556600045,False
eurosat__resnet18_imagenet1k_v1__d64,eurosat,resnet18_imagenet1k_v1,64,mean_pairwise_expected_margin,maximize,0.5,23.87813202412422,False
eurosat__resnet18_imagenet1k_v1__d64,eurosat,resnet18_imagenet1k_v1,64,mean_pairwise_expected_margin,maximize,0.6,26.789054533290862,False
eurosat__resnet18_imagenet1k_v1__d64,eurosat,resnet18_imagenet1k_v1,64,mean_pairwise_expected_margin,maximize,0.7,30.622764061363405,False
eurosat__resnet18_imagenet1k_v1__d64,eurosat,resnet18_imagenet1k_v1,64,mean_pairwise_expected_margin,maximize,0.8,36.11020589652624,False
eurosat__resnet18_imagenet1k_v1__d64,eurosat,resnet18_imagenet1k_v1,64,mean_pairwise_expected_margin,maximize,0.9,45.26630872930945,False
eurosat__resnet18_imagenet1k_v1__d64,eurosat,resnet18_imagenet1k_v1,64,mean_pairwise_expected_margin,maximize,1.0,69.58744756615977,True
eurosat__vit_b_16_imagenet1k_v1__d128,eurosat,vit_b_16_imagenet1k_v1,128,mean_pairwise_expected_margin,maximize,0.0,18.770029318127406,False
eurosat__vit_b_16_imagenet1k_v1__d128,eurosat,vit_b_16_imagenet1k_v1,128,mean_pairwise_expected_margin,maximize,0.1,22.192411714539666,False
eurosat__vit_b_16_imagenet1k_v1__d128,eurosat,vit_b_16_imagenet1k_v1,128,mean_pairwise_expected_margin,maximize,0.2,25.44041285703859,False
eurosat__vit_b_16_imagenet1k_v1__d128,eurosat,vit_b_16_imagenet1k_v1,128,mean_pairwise_expected_margin,maximize,0.3,28.800613847914633,False
eurosat__vit_b_16_imagenet1k_v1__d128,eurosat,vit_b_16_imagenet1k_v1,128,mean_pairwise_expected_margin,maximize,0.4,32.49649594057439,False
eurosat__vit_b_16_imagenet1k_v1__d128,eurosat,vit_b_16_imagenet1k_v1,128,mean_pairwise_expected_margin,maximize,0.5,36.774419421100404,False
eurosat__vit_b_16_imagenet1k_v1__d128,eurosat,vit_b_16_imagenet1k_v1,128,mean_pairwise_expected_margin,maximize,0.6,41.97927955886847,False
eurosat__vit_b_16_imagenet1k_v1__d128,eurosat,vit_b_16_imagenet1k_v1,128,mean_pairwise_expected_margin,maximize,0.7,48.6851075444321,False
eurosat__vit_b_16_imagenet1k_v1__d128,eurosat,vit_b_16_imagenet1k_v1,128,mean_pairwise_expected_margin,maximize,0.8,58.023022805940364,False
eurosat__vit_b_16_imagenet1k_v1__d128,eurosat,vit_b_16_imagenet1k_v1,128,mean_pairwise_expected_margin,maximize,0.9,72.83105527994415,False
eurosat__vit_b_16_imagenet1k_v1__d128,eurosat,vit_b_16_imagenet1k_v1,128,mean_pairwise_expected_margin,maximize,1.0,105.41164854815608,True
eurosat__vit_b_16_imagenet1k_v1__d64,eurosat,vit_b_16_imagenet1k_v1,64,mean_pairwise_expected_margin,maximize,0.0,12.301490765357581,False
eurosat__vit_b_16_imagenet1k_v1__d64,eurosat,vit_b_16_imagenet1k_v1,64,mean_pairwise_expected_margin,maximize,0.1,13.631958916984242,False
eurosat__vit_b_16_imagenet1k_v1__d64,eurosat,vit_b_16_imagenet1k_v1,64,mean_pairwise_expected_margin,maximize,0.2,14.979137787681159,False
eurosat__vit_b_16_imagenet1k_v1__d64,eurosat,vit_b_16_imagenet1k_v1,64,mean_pairwise_expected_margin,maximize,0.3,16.423232070555365,False
eurosat__vit_b_16_imagenet1k_v1__d64,eurosat,vit_b_16_imagenet1k_v1,64,mean_pairwise_expected_margin,maximize,0.4,18.04019384254817,False
eurosat__vit_b_16_imagenet1k_v1__d64,eurosat,vit_b_16_imagenet1k_v1,64,mean_pairwise_expected_margin,maximize,0.5,19.92225397549561,False
eurosat__vit_b_16_imagenet1k_v1__d64,eurosat,vit_b_16_imagenet1k_v1,64,mean_pairwise_expected_margin,maximize,0.6,22.20202336165955,False
eurosat__vit_b_16_imagenet1k_v1__d64,eurosat,vit_b_16_imagenet1k_v1,64,mean_pairwise_expected_margin,maximize,0.7,25.096986656592293,False
eurosat__vit_b_16_imagenet1k_v1__d64,eurosat,vit_b_16_imagenet1k_v1,64,mean_pairwise_expected_margin,maximize,0.8,29.016405514416334,False
eurosat__vit_b_16_imagenet1k_v1__d64,eurosat,vit_b_16_imagenet1k_v1,64,mean_pairwise_expected_margin,maximize,0.9,34.895003789461185,False
eurosat__vit_b_16_imagenet1k_v1__d64,eurosat,vit_b_16_imagenet1k_v1,64,mean_pairwise_expected_margin,maximize,1.0,45.82609790293658,True
pathmnist__resnet18_imagenet1k_v1__d128,pathmnist,resnet18_imagenet1k_v1,128,mean_pairwise_expected_margin,maximize,0.0,15.853591299740922,False
pathmnist__resnet18_imagenet1k_v1__d128,pathmnist,resnet18_imagenet1k_v1,128,mean_pairwise_expected_margin,maximize,0.1,18.65067987297551,False
pathmnist__resnet18_imagenet1k_v1__d128,pathmnist,resnet18_imagenet1k_v1,128,mean_pairwise_expected_margin,maximize,0.2,21.25601666193043,False
pathmnist__resnet18_imagenet1k_v1__d128,pathmnist,resnet18_imagenet1k_v1,128,mean_pairwise_expected_margin,maximize,0.3,23.90539505753134,False
pathmnist__resnet18_imagenet1k_v1__d128,pathmnist,resnet18_imagenet1k_v1,128,mean_pairwise_expected_margin,maximize,0.4,26.77205103157683,False
pathmnist__resnet18_imagenet1k_v1__d128,pathmnist,resnet18_imagenet1k_v1,128,mean_pairwise_expected_margin,maximize,0.5,30.036456847491984,False
pathmnist__resnet18_imagenet1k_v1__d128,pathmnist,resnet18_imagenet1k_v1,128,mean_pairwise_expected_margin,maximize,0.6,33.942925703792284,False
pathmnist__resnet18_imagenet1k_v1__d128,pathmnist,resnet18_imagenet1k_v1,128,mean_pairwise_expected_margin,maximize,0.7,38.890941452278824,False
pathmnist__resnet18_imagenet1k_v1__d128,pathmnist,resnet18_imagenet1k_v1,128,mean_pairwise_expected_margin,maximize,0.8,45.65986559670664,False
pathmnist__resnet18_imagenet1k_v1__d128,pathmnist,resnet18_imagenet1k_v1,128,mean_pairwise_expected_margin,maximize,0.9,56.18865328142206,False
pathmnist__resnet18_imagenet1k_v1__d128,pathmnist,resnet18_imagenet1k_v1,128,mean_pairwise_expected_margin,maximize,1.0,78.65436604919117,True
pathmnist__resnet18_imagenet1k_v1__d64,pathmnist,resnet18_imagenet1k_v1,64,mean_pairwise_expected_margin,maximize,0.0,11.824854634475596,False
pathmnist__resnet18_imagenet1k_v1__d64,pathmnist,resnet18_imagenet1k_v1,64,mean_pairwise_expected_margin,maximize,0.1,12.947337165246143,False
pathmnist__resnet18_imagenet1k_v1__d64,pathmnist,resnet18_imagenet1k_v1,64,mean_pairwise_expected_margin,maximize,0.2,14.149487656430857,False
pathmnist__resnet18_imagenet1k_v1__d64,pathmnist,resnet18_imagenet1k_v1,64,mean_pairwise_expected_margin,maximize,0.3,15.448934415401336,False
pathmnist__resnet18_imagenet1k_v1__d64,pathmnist,resnet18_imagenet1k_v1,64,mean_pairwise_expected_margin,maximize,0.4,16.897038219296192,False
pathmnist__resnet18_imagenet1k_v1__d64,pathmnist,resnet18_imagenet1k_v1,64,mean_pairwise_expected_margin,maximize,0.5,18.564898156110416,False
pathmnist__resnet18_imagenet1k_v1__d64,pathmnist,resnet18_imagenet1k_v1,64,mean_pairwise_expected_margin,maximize,0.6,20.55637033800452,False
pathmnist__resnet18_imagenet1k_v1__d64,pathmnist,resnet18_imagenet1k_v1,64,mean_pairwise_expected_margin,maximize,0.7,23.03975534457696,False
pathmnist__resnet18_imagenet1k_v1__d64,pathmnist,resnet18_imagenet1k_v1,64,mean_pairwise_expected_margin,maximize,0.8,26.325322140644996,False
pathmnist__resnet18_imagenet1k_v1__d64,pathmnist,resnet18_imagenet1k_v1,64,mean_pairwise_expected_margin,maximize,0.9,31.10510674314059,False
pathmnist__resnet18_imagenet1k_v1__d64,pathmnist,resnet18_imagenet1k_v1,64,mean_pairwise_expected_margin,maximize,1.0,39.63492577459925,True
pathmnist__vit_b_16_imagenet1k_v1__d128,pathmnist,vit_b_16_imagenet1k_v1,128,mean_pairwise_expected_margin,maximize,0.0,18.589860351854256,False
pathmnist__vit_b_16_imagenet1k_v1__d128,pathmnist,vit_b_16_imagenet1k_v1,128,mean_pairwise_expected_margin,maximize,0.1,22.405559522137978,False
pathmnist__vit_b_16_imagenet1k_v1__d128,pathmnist,vit_b_16_imagenet1k_v1,128,mean_pairwise_expected_margin,maximize,0.2,25.84471037616259,False
pathmnist__vit_b_16_imagenet1k_v1__d128,pathmnist,vit_b_16_imagenet1k_v1,128,mean_pairwise_expected_margin,maximize,0.3,29.31118166384245,False
pathmnist__vit_b_16_imagenet1k_v1__d128,pathmnist,vit_b_16_imagenet1k_v1,128,mean_pairwise_expected_margin,maximize,0.4,33.05933678229213,False
pathmnist__vit_b_16_imagenet1k_v1__d128,pathmnist,vit_b_16_imagenet1k_v1,128,mean_pairwise_expected_margin,maximize,0.5,37.340905815062214,False
pathmnist__vit_b_16_imagenet1k_v1__d128,pathmnist,vit_b_16_imagenet1k_v1,128,mean_pairwise_expected_margin,maximize,0.6,42.49187166755196,False
pathmnist__vit_b_16_imagenet1k_v1__d128,pathmnist,vit_b_16_imagenet1k_v1,128,mean_pairwise_expected_margin,maximize,0.7,49.06098548876629,False
pathmnist__vit_b_16_imagenet1k_v1__d128,pathmnist,vit_b_16_imagenet1k_v1,128,mean_pairwise_expected_margin,maximize,0.8,58.12157851252728,False
pathmnist__vit_b_16_imagenet1k_v1__d128,pathmnist,vit_b_16_imagenet1k_v1,128,mean_pairwise_expected_margin,maximize,0.9,72.35134510106761,False
pathmnist__vit_b_16_imagenet1k_v1__d128,pathmnist,vit_b_16_imagenet1k_v1,128,mean_pairwise_expected_margin,maximize,1.0,103.11455421900129,True
pathmnist__vit_b_16_imagenet1k_v1__d64,pathmnist,vit_b_16_imagenet1k_v1,64,mean_pairwise_expected_margin,maximize,0.0,11.592953241377263,False
pathmnist__vit_b_16_imagenet1k_v1__d64,pathmnist,vit_b_16_imagenet1k_v1,64,mean_pairwise_expected_margin,maximize,0.1,13.285436024825728,False
pathmnist__vit_b_16_imagenet1k_v1__d64,pathmnist,vit_b_16_imagenet1k_v1,64,mean_pairwise_expected_margin,maximize,0.2,14.866812796582563,False
pathmnist__vit_b_16_imagenet1k_v1__d64,pathmnist,vit_b_16_imagenet1k_v1,64,mean_pairwise_expected_margin,maximize,0.3,16.485355739549437,False
pathmnist__vit_b_16_imagenet1k_v1__d64,pathmnist,vit_b_16_imagenet1k_v1,64,mean_pairwise_expected_margin,maximize,0.4,18.24170737195623,False
pathmnist__vit_b_16_imagenet1k_v1__d64,pathmnist,vit_b_16_imagenet1k_v1,64,mean_pairwise_expected_margin,maximize,0.5,20.23692962319602,False
pathmnist__vit_b_16_imagenet1k_v1__d64,pathmnist,vit_b_16_imagenet1k_v1,64,mean_pairwise_expected_margin,maximize,0.6,22.602669923936958,False
pathmnist__vit_b_16_imagenet1k_v1__d64,pathmnist,vit_b_16_imagenet1k_v1,64,mean_pairwise_expected_margin,maximize,0.7,25.54332977672759,False
pathmnist__vit_b_16_imagenet1k_v1__d64,pathmnist,vit_b_16_imagenet1k_v1,64,mean_pairwise_expected_margin,maximize,0.8,29.42875019034919,False
pathmnist__vit_b_16_imagenet1k_v1__d64,pathmnist,vit_b_16_imagenet1k_v1,64,mean_pairwise_expected_margin,maximize,0.9,35.071141634318295,False
pathmnist__vit_b_16_imagenet1k_v1__d64,pathmnist,vit_b_16_imagenet1k_v1,64,mean_pairwise_expected_margin,maximize,1.0,45.02275331937565,True
cifar100__resnet18_imagenet1k_v1__d128,cifar100,resnet18_imagenet1k_v1,128,nll_control,minimize,0.0,-19.631448682638855,False
cifar100__resnet18_imagenet1k_v1__d128,cifar100,resnet18_imagenet1k_v1,128,nll_control,minimize,0.1,-23.51026854805042,False
cifar100__resnet18_imagenet1k_v1__d128,cifar100,resnet18_imagenet1k_v1,128,nll_control,minimize,0.2,-25.735570786265402,False
cifar100__resnet18_imagenet1k_v1__d128,cifar100,resnet18_imagenet1k_v1,128,nll_control,minimize,0.3,-27.345168572436723,False
cifar100__resnet18_imagenet1k_v1__d128,cifar100,resnet18_imagenet1k_v1,128,nll_control,minimize,0.4,-28.612150289744726,False
cifar100__resnet18_imagenet1k_v1__d128,cifar100,resnet18_imagenet1k_v1,128,nll_control,minimize,0.5,-29.62448735607004,False
cifar100__resnet18_imagenet1k_v1__d128,cifar100,resnet18_imagenet1k_v1,128,nll_control,minimize,0.6,-30.381140623667484,False
cifar100__resnet18_imagenet1k_v1__d128,cifar100,resnet18_imagenet1k_v1,128,nll_control,minimize,0.7,-30.799839978168627,True
cifar100__resnet18_imagenet1k_v1__d128,cifar100,resnet18_imagenet1k_v1,128,nll_control,minimize,0.8,-30.66769369623596,False
cifar100__resnet18_imagenet1k_v1__d128,cifar100,resnet18_imagenet1k_v1,128,nll_control,minimize,0.9,-29.464800936115576,False
cifar100__resnet18_imagenet1k_v1__d128,cifar100,resnet18_imagenet1k_v1,128,nll_control,minimize,1.0,-25.624891219163658,False
cifar100__resnet18_imagenet1k_v1__d64,cifar100,resnet18_imagenet1k_v1,64,nll_control,minimize,0.0,-2.2896344694336497,False
cifar100__resnet18_imagenet1k_v1__d64,cifar100,resnet18_imagenet1k_v1,64,nll_control,minimize,0.1,-3.7379590231526914,False
cifar100__resnet18_imagenet1k_v1__d64,cifar100,resnet18_imagenet1k_v1,64,nll_control,minimize,0.2,-4.670751051689292,False
cifar100__resnet18_imagenet1k_v1__d64,cifar100,resnet18_imagenet1k_v1,64,nll_control,minimize,0.3,-5.367247869330721,False
cifar100__resnet18_imagenet1k_v1__d64,cifar100,resnet18_imagenet1k_v1,64,nll_control,minimize,0.4,-5.921347749115381,False
cifar100__resnet18_imagenet1k_v1__d64,cifar100,resnet18_imagenet1k_v1,64,nll_control,minimize,0.5,-6.369891702301835,False
cifar100__resnet18_imagenet1k_v1__d64,cifar100,resnet18_imagenet1k_v1,64,nll_control,minimize,0.6,-6.721427019649623,False
cifar100__resnet18_imagenet1k_v1__d64,cifar100,resnet18_imagenet1k_v1,64,nll_control,minimize,0.7,-6.962189169930261,False
cifar100__resnet18_imagenet1k_v1__d64,cifar100,resnet18_imagenet1k_v1,64,nll_control,minimize,0.8,-7.050017046740163,True
cifar100__resnet18_imagenet1k_v1__d64,cifar100,resnet18_imagenet1k_v1,64,nll_control,minimize,0.9,-6.890382078136438,False
cifar100__resnet18_imagenet1k_v1__d64,cifar100,resnet18_imagenet1k_v1,64,nll_control,minimize,1.0,-6.258408118489983,False
cifar100__vit_b_16_imagenet1k_v1__d128,cifar100,vit_b_16_imagenet1k_v1,128,nll_control,minimize,0.0,-20.01034073113491,False
cifar100__vit_b_16_imagenet1k_v1__d128,cifar100,vit_b_16_imagenet1k_v1,128,nll_control,minimize,0.1,-25.27401400423551,False
cifar100__vit_b_16_imagenet1k_v1__d128,cifar100,vit_b_16_imagenet1k_v1,128,nll_control,minimize,0.2,-28.206231190946248,False
cifar100__vit_b_16_imagenet1k_v1__d128,cifar100,vit_b_16_imagenet1k_v1,128,nll_control,minimize,0.3,-30.299272505752782,False
cifar100__vit_b_16_imagenet1k_v1__d128,cifar100,vit_b_16_imagenet1k_v1,128,nll_control,minimize,0.4,-31.947083156260447,False
cifar100__vit_b_16_imagenet1k_v1__d128,cifar100,vit_b_16_imagenet1k_v1,128,nll_control,minimize,0.5,-33.27650609463588,False
cifar100__vit_b_16_imagenet1k_v1__d128,cifar100,vit_b_16_imagenet1k_v1,128,nll_control,minimize,0.6,-34.289770960644034,False
cifar100__vit_b_16_imagenet1k_v1__d128,cifar100,vit_b_16_imagenet1k_v1,128,nll_control,minimize,0.7,-34.8748984836772,True
cifar100__vit_b_16_imagenet1k_v1__d128,cifar100,vit_b_16_imagenet1k_v1,128,nll_control,minimize,0.8,-34.72719024120065,False
